"","X","hospital_name","provider_id","state","measure_name","number_of_discharges","footnote","excess_readmission_ratio","predicted_readmission_rate","expected_readmission_rate","number_of_readmissions","start_date","end_date","address","city","zip_code","county_name","phone_number","hospital_type","emergency_services","meets_criteria_for_meaningful_use_of_ehrs","hospital_overall_rating","mortality_national_comparison","safety_of_care_national_comparison","safety_of_care_national_comparison_footnote","readmission_national_comparison","patient_experience_national_comparison","effectiveness_of_care_national_comparison","timeliness_of_care_national_comparison","efficient_use_of_medical_imaging_national_comparison","location_city","location.type","long","lat","location_address","location_zip","location_state","hospital_overall_rating_footnote","mortality_national_comparison_footnote","readmission_national_comparison_footnote","patient_experience_national_comparison_footnote","efficient_use_of_medical_imaging_national_comparison_footnote","timeliness_of_care_national_comparison_footnote","effectiveness_of_care_national_comparison_footnote"
"20",370,"NORTHERN HOSPITAL OF SURRY COUNTY",340003,"NC","HF",166,NA,0.9943,21.3035,21.4248,35,"07/01/2014","06/30/2017","830 ROCKFORD ST","MOUNT AIRY",27030,"SURRY",3367197000,"Acute Care Hospitals",TRUE,TRUE,4,"Same as the national average","Above the national average",NA,"Above the national average","Same as the national average","Above the national average","Same as the national average","Same as the national average","MOUNT AIRY","Point",-80.611181,36.488418,"830 ROCKFORD ST",27030,"NC",NA,NA,NA,NA,NA,NA,NA
"21",371,"NORTHERN HOSPITAL OF SURRY COUNTY",340003,"NC","HIP_KNEE",150,NA,1.1851,4.9925,4.2128,11,"07/01/2014","06/30/2017","830 ROCKFORD ST","MOUNT AIRY",27030,"SURRY",3367197000,"Acute Care Hospitals",TRUE,TRUE,4,"Same as the national average","Above the national average",NA,"Above the national average","Same as the national average","Above the national average","Same as the national average","Same as the national average","MOUNT AIRY","Point",-80.611181,36.488418,"830 ROCKFORD ST",27030,"NC",NA,NA,NA,NA,NA,NA,NA
"22",372,"NORTHERN HOSPITAL OF SURRY COUNTY",340003,"NC","PN",368,NA,0.9964,16.6351,16.6956,61,"07/01/2014","06/30/2017","830 ROCKFORD ST","MOUNT AIRY",27030,"SURRY",3367197000,"Acute Care Hospitals",TRUE,TRUE,4,"Same as the national average","Above the national average",NA,"Above the national average","Same as the national average","Above the national average","Same as the national average","Same as the national average","MOUNT AIRY","Point",-80.611181,36.488418,"830 ROCKFORD ST",27030,"NC",NA,NA,NA,NA,NA,NA,NA
"23",378,"FAITH COMMUNITY HOSPITAL",450241,"TX","PN",NA,"5 - Results are not available for this reporting period.",1.0114,15.4778,15.3033,NA,"07/01/2014","06/30/2017","215 CHISHOLM TRAIL","JACKSBORO",76458,"JACK",9405676633,"Acute Care Hospitals",TRUE,NA,NA,NA,NA,"Results are not available for this reporting period.",NA,NA,"Same as the national average","Above the national average",NA,"JACKSBORO","Point",-98.166732,33.230386,"215 CHISHOLM TRAIL",76458,"TX","There are too few measures or measure groups reported to calculate a star rating or measure group score.","Results are not available for this reporting period.","Results are not available for this reporting period.","There are too few measures or measure groups reported to calculate a star rating or measure group score.","Results are not available for this reporting period.",NA,NA
"24",485,"SKAGIT VALLEY HOSPITAL",500003,"WA","PN",483,NA,0.9964,15.3654,15.4213,74,"07/01/2014","06/30/2017","1415 KINCAID STREET","MOUNT VERNON",98274,"SKAGIT",3604244111,"Acute Care Hospitals",TRUE,TRUE,1,"Below the national average","Below the national average",NA,"Below the national average","Below the national average","Same as the national average","Same as the national average","Same as the national average","MOUNT VERNON","Point",-122.324335,48.417422,"1415 KINCAID STREET",98274,"WA",NA,NA,NA,NA,NA,NA,NA
"25",512,"SKAGIT VALLEY HOSPITAL",500003,"WA","AMI",242,NA,0.9654,12.8569,13.3182,29,"07/01/2014","06/30/2017","1415 KINCAID STREET","MOUNT VERNON",98274,"SKAGIT",3604244111,"Acute Care Hospitals",TRUE,TRUE,1,"Below the national average","Below the national average",NA,"Below the national average","Below the national average","Same as the national average","Same as the national average","Same as the national average","MOUNT VERNON","Point",-122.324335,48.417422,"1415 KINCAID STREET",98274,"WA",NA,NA,NA,NA,NA,NA,NA
"26",514,"SKAGIT VALLEY HOSPITAL",500003,"WA","COPD",220,NA,0.9826,19.7004,20.0487,42,"07/01/2014","06/30/2017","1415 KINCAID STREET","MOUNT VERNON",98274,"SKAGIT",3604244111,"Acute Care Hospitals",TRUE,TRUE,1,"Below the national average","Below the national average",NA,"Below the national average","Below the national average","Same as the national average","Same as the national average","Same as the national average","MOUNT VERNON","Point",-122.324335,48.417422,"1415 KINCAID STREET",98274,"WA",NA,NA,NA,NA,NA,NA,NA
"27",515,"SKAGIT VALLEY HOSPITAL",500003,"WA","HF",349,NA,0.9865,20.3052,20.5835,70,"07/01/2014","06/30/2017","1415 KINCAID STREET","MOUNT VERNON",98274,"SKAGIT",3604244111,"Acute Care Hospitals",TRUE,TRUE,1,"Below the national average","Below the national average",NA,"Below the national average","Below the national average","Same as the national average","Same as the national average","Same as the national average","MOUNT VERNON","Point",-122.324335,48.417422,"1415 KINCAID STREET",98274,"WA",NA,NA,NA,NA,NA,NA,NA
"28",516,"SKAGIT VALLEY HOSPITAL",500003,"WA","HIP_KNEE",NA,"5 - Results are not available for this reporting period.",0.9839,3.6681,3.7283,NA,"07/01/2014","06/30/2017","1415 KINCAID STREET","MOUNT VERNON",98274,"SKAGIT",3604244111,"Acute Care Hospitals",TRUE,TRUE,1,"Below the national average","Below the national average",NA,"Below the national average","Below the national average","Same as the national average","Same as the national average","Same as the national average","MOUNT VERNON","Point",-122.324335,48.417422,"1415 KINCAID STREET",98274,"WA",NA,NA,NA,NA,NA,NA,NA
"29",553,"BAY MEDICAL CENTER SACRED HEART HEALTH SYSTEM",100026,"FL","AMI",365,NA,0.9837,15.8975,16.1616,57,"07/01/2014","06/30/2017","615 N BONITA AVE","PANAMA CITY",32401,"BAY",8507691511,"Acute Care Hospitals",TRUE,NA,2,"Same as the national average","Above the national average",NA,"Below the national average","Below the national average","Same as the national average","Below the national average","Same as the national average","PANAMA CITY","Point",-85.647067,30.159681,"615 N BONITA AVE",32401,"FL",NA,NA,NA,NA,NA,NA,NA
"30",554,"BAY MEDICAL CENTER SACRED HEART HEALTH SYSTEM",100026,"FL","CABG",218,NA,0.9563,11.9894,12.5378,25,"07/01/2014","06/30/2017","615 N BONITA AVE","PANAMA CITY",32401,"BAY",8507691511,"Acute Care Hospitals",TRUE,NA,2,"Same as the national average","Above the national average",NA,"Below the national average","Below the national average","Same as the national average","Below the national average","Same as the national average","PANAMA CITY","Point",-85.647067,30.159681,"615 N BONITA AVE",32401,"FL",NA,NA,NA,NA,NA,NA,NA
"31",555,"BAY MEDICAL CENTER SACRED HEART HEALTH SYSTEM",100026,"FL","COPD",792,NA,0.9564,18.9856,19.8511,147,"07/01/2014","06/30/2017","615 N BONITA AVE","PANAMA CITY",32401,"BAY",8507691511,"Acute Care Hospitals",TRUE,NA,2,"Same as the national average","Above the national average",NA,"Below the national average","Below the national average","Same as the national average","Below the national average","Same as the national average","PANAMA CITY","Point",-85.647067,30.159681,"615 N BONITA AVE",32401,"FL",NA,NA,NA,NA,NA,NA,NA
"32",556,"BAY MEDICAL CENTER SACRED HEART HEALTH SYSTEM",100026,"FL","HF",1049,NA,1.0316,23.7323,23.0062,251,"07/01/2014","06/30/2017","615 N BONITA AVE","PANAMA CITY",32401,"BAY",8507691511,"Acute Care Hospitals",TRUE,NA,2,"Same as the national average","Above the national average",NA,"Below the national average","Below the national average","Same as the national average","Below the national average","Same as the national average","PANAMA CITY","Point",-85.647067,30.159681,"615 N BONITA AVE",32401,"FL",NA,NA,NA,NA,NA,NA,NA
"33",557,"BAY MEDICAL CENTER SACRED HEART HEALTH SYSTEM",100026,"FL","HIP_KNEE",233,NA,1.2761,5.9599,4.6704,19,"07/01/2014","06/30/2017","615 N BONITA AVE","PANAMA CITY",32401,"BAY",8507691511,"Acute Care Hospitals",TRUE,NA,2,"Same as the national average","Above the national average",NA,"Below the national average","Below the national average","Same as the national average","Below the national average","Same as the national average","PANAMA CITY","Point",-85.647067,30.159681,"615 N BONITA AVE",32401,"FL",NA,NA,NA,NA,NA,NA,NA
"34",558,"BAY MEDICAL CENTER SACRED HEART HEALTH SYSTEM",100026,"FL","PN",943,NA,0.9024,16.1377,17.8828,146,"07/01/2014","06/30/2017","615 N BONITA AVE","PANAMA CITY",32401,"BAY",8507691511,"Acute Care Hospitals",TRUE,NA,2,"Same as the national average","Above the national average",NA,"Below the national average","Below the national average","Same as the national average","Below the national average","Same as the national average","PANAMA CITY","Point",-85.647067,30.159681,"615 N BONITA AVE",32401,"FL",NA,NA,NA,NA,NA,NA,NA
"35",687,"MEMORIAL HOSPITAL MIRAMAR",100285,"FL","COPD",99,NA,1.0321,19.8138,19.1975,22,"07/01/2014","06/30/2017","1901 SW 172ND AVE","MIRAMAR",33029,"BROWARD",9545384810,"Acute Care Hospitals",TRUE,TRUE,4,"Same as the national average","Same as the national average",NA,"Above the national average","Above the national average","Same as the national average","Below the national average","Same as the national average","MIRAMAR","Point",-80.376005,25.991087,"1901 SW 172ND AVE",33029,"FL",NA,NA,NA,NA,NA,NA,NA
"36",688,"MEMORIAL HOSPITAL MIRAMAR",100285,"FL","HF",76,NA,1.0801,24.8522,23.0083,24,"07/01/2014","06/30/2017","1901 SW 172ND AVE","MIRAMAR",33029,"BROWARD",9545384810,"Acute Care Hospitals",TRUE,TRUE,4,"Same as the national average","Same as the national average",NA,"Above the national average","Above the national average","Same as the national average","Below the national average","Same as the national average","MIRAMAR","Point",-80.376005,25.991087,"1901 SW 172ND AVE",33029,"FL",NA,NA,NA,NA,NA,NA,NA
"37",689,"MEMORIAL HOSPITAL MIRAMAR",100285,"FL","HIP_KNEE",NA,"5 - Results are not available for this reporting period.",0.9166,3.9811,4.3431,NA,"07/01/2014","06/30/2017","1901 SW 172ND AVE","MIRAMAR",33029,"BROWARD",9545384810,"Acute Care Hospitals",TRUE,TRUE,4,"Same as the national average","Same as the national average",NA,"Above the national average","Above the national average","Same as the national average","Below the national average","Same as the national average","MIRAMAR","Point",-80.376005,25.991087,"1901 SW 172ND AVE",33029,"FL",NA,NA,NA,NA,NA,NA,NA
"38",690,"MEMORIAL HOSPITAL MIRAMAR",100285,"FL","PN",171,NA,0.9398,14.4053,15.3286,21,"07/01/2014","06/30/2017","1901 SW 172ND AVE","MIRAMAR",33029,"BROWARD",9545384810,"Acute Care Hospitals",TRUE,TRUE,4,"Same as the national average","Same as the national average",NA,"Above the national average","Above the national average","Same as the national average","Below the national average","Same as the national average","MIRAMAR","Point",-80.376005,25.991087,"1901 SW 172ND AVE",33029,"FL",NA,NA,NA,NA,NA,NA,NA
"39",735,"SAN LEANDRO HOSPITAL",50773,"CA","COPD",122,NA,1.0385,20.5715,19.8092,28,"07/01/2014","06/30/2017","13855 E 14TH STREET","SAN LEANDRO",94578,"ALAMEDA",5103576500,"Acute Care Hospitals",TRUE,NA,2,"Same as the national average","Below the national average",NA,"Below the national average","Below the national average","Below the national average","Below the national average","Same as the national average","SAN LEANDRO","Point",-122.141973,37.714632,"13855 E 14TH STREET",94578,"CA",NA,NA,NA,NA,NA,NA,NA
"40",736,"SAN LEANDRO HOSPITAL",50773,"CA","HF",189,NA,0.9484,20.3117,21.4163,35,"07/01/2014","06/30/2017","13855 E 14TH STREET","SAN LEANDRO",94578,"ALAMEDA",5103576500,"Acute Care Hospitals",TRUE,NA,2,"Same as the national average","Below the national average",NA,"Below the national average","Below the national average","Below the national average","Below the national average","Same as the national average","SAN LEANDRO","Point",-122.141973,37.714632,"13855 E 14TH STREET",94578,"CA",NA,NA,NA,NA,NA,NA,NA
"41",737,"SAN LEANDRO HOSPITAL",50773,"CA","HIP_KNEE",NA,"5 - Results are not available for this reporting period.",1.0055,4.1927,4.1696,NA,"07/01/2014","06/30/2017","13855 E 14TH STREET","SAN LEANDRO",94578,"ALAMEDA",5103576500,"Acute Care Hospitals",TRUE,NA,2,"Same as the national average","Below the national average",NA,"Below the national average","Below the national average","Below the national average","Below the national average","Same as the national average","SAN LEANDRO","Point",-122.141973,37.714632,"13855 E 14TH STREET",94578,"CA",NA,NA,NA,NA,NA,NA,NA
"42",738,"SAN LEANDRO HOSPITAL",50773,"CA","PN",176,NA,1.0561,17.9948,17.0389,35,"07/01/2014","06/30/2017","13855 E 14TH STREET","SAN LEANDRO",94578,"ALAMEDA",5103576500,"Acute Care Hospitals",TRUE,NA,2,"Same as the national average","Below the national average",NA,"Below the national average","Below the national average","Below the national average","Below the national average","Same as the national average","SAN LEANDRO","Point",-122.141973,37.714632,"13855 E 14TH STREET",94578,"CA",NA,NA,NA,NA,NA,NA,NA
"43",793,"MARSHALL MEDICAL CENTER SOUTH",10005,"AL","AMI",NA,"5 - Results are not available for this reporting period.",0.9518,14.6054,15.3444,NA,"07/01/2014","06/30/2017","2505 U S HIGHWAY 431 NORTH","BOAZ",35957,"MARSHALL",2565938310,"Acute Care Hospitals",TRUE,TRUE,1,"Below the national average","Below the national average",NA,"Below the national average","Same as the national average","Above the national average","Above the national average","Below the national average","BOAZ",NA,NA,NA,"2505 U S HIGHWAY 431 NORTH",35957,"AL",NA,NA,NA,NA,NA,NA,NA
"44",795,"MARSHALL MEDICAL CENTER SOUTH",10005,"AL","COPD",641,NA,0.9054,16.7351,18.4842,100,"07/01/2014","06/30/2017","2505 U S HIGHWAY 431 NORTH","BOAZ",35957,"MARSHALL",2565938310,"Acute Care Hospitals",TRUE,TRUE,1,"Below the national average","Below the national average",NA,"Below the national average","Same as the national average","Above the national average","Above the national average","Below the national average","BOAZ",NA,NA,NA,"2505 U S HIGHWAY 431 NORTH",35957,"AL",NA,NA,NA,NA,NA,NA,NA
"45",796,"MARSHALL MEDICAL CENTER SOUTH",10005,"AL","HF",337,NA,1.0288,21.7164,21.1089,75,"07/01/2014","06/30/2017","2505 U S HIGHWAY 431 NORTH","BOAZ",35957,"MARSHALL",2565938310,"Acute Care Hospitals",TRUE,TRUE,1,"Below the national average","Below the national average",NA,"Below the national average","Same as the national average","Above the national average","Above the national average","Below the national average","BOAZ",NA,NA,NA,"2505 U S HIGHWAY 431 NORTH",35957,"AL",NA,NA,NA,NA,NA,NA,NA
"46",797,"MARSHALL MEDICAL CENTER SOUTH",10005,"AL","HIP_KNEE",284,NA,1.0913,5.3414,4.8946,17,"07/01/2014","06/30/2017","2505 U S HIGHWAY 431 NORTH","BOAZ",35957,"MARSHALL",2565938310,"Acute Care Hospitals",TRUE,TRUE,1,"Below the national average","Below the national average",NA,"Below the national average","Same as the national average","Above the national average","Above the national average","Below the national average","BOAZ",NA,NA,NA,"2505 U S HIGHWAY 431 NORTH",35957,"AL",NA,NA,NA,NA,NA,NA,NA
"47",798,"MARSHALL MEDICAL CENTER SOUTH",10005,"AL","PN",759,NA,0.9677,15.1414,15.6471,113,"07/01/2014","06/30/2017","2505 U S HIGHWAY 431 NORTH","BOAZ",35957,"MARSHALL",2565938310,"Acute Care Hospitals",TRUE,TRUE,1,"Below the national average","Below the national average",NA,"Below the national average","Same as the national average","Above the national average","Above the national average","Below the national average","BOAZ",NA,NA,NA,"2505 U S HIGHWAY 431 NORTH",35957,"AL",NA,NA,NA,NA,NA,NA,NA
"48",801,"EVANS MEMORIAL HOSPITAL",110142,"GA","COPD",NA,"5 - Results are not available for this reporting period.",0.9398,15.0953,16.0617,NA,"07/01/2014","06/30/2017","200 N RIVER STREET","CLAXTON",30417,"EVANS",9127395105,"Acute Care Hospitals",TRUE,NA,4,"Same as the national average",NA,"Results are not available for this reporting period.","Above the national average","Same as the national average","Same as the national average","Above the national average",NA,"CLAXTON","Point",-81.900403,32.164133,"200 N RIVER STREET",30417,"GA",NA,NA,NA,NA,"Results are not available for this reporting period.",NA,NA
"49",802,"EVANS MEMORIAL HOSPITAL",110142,"GA","HF",53,NA,1.0034,20.3548,20.2866,11,"07/01/2014","06/30/2017","200 N RIVER STREET","CLAXTON",30417,"EVANS",9127395105,"Acute Care Hospitals",TRUE,NA,4,"Same as the national average",NA,"Results are not available for this reporting period.","Above the national average","Same as the national average","Same as the national average","Above the national average",NA,"CLAXTON","Point",-81.900403,32.164133,"200 N RIVER STREET",30417,"GA",NA,NA,NA,NA,"Results are not available for this reporting period.",NA,NA
"50",804,"EVANS MEMORIAL HOSPITAL",110142,"GA","PN",63,NA,1.0354,15.7893,15.2493,12,"07/01/2014","06/30/2017","200 N RIVER STREET","CLAXTON",30417,"EVANS",9127395105,"Acute Care Hospitals",TRUE,NA,4,"Same as the national average",NA,"Results are not available for this reporting period.","Above the national average","Same as the national average","Same as the national average","Above the national average",NA,"CLAXTON","Point",-81.900403,32.164133,"200 N RIVER STREET",30417,"GA",NA,NA,NA,NA,"Results are not available for this reporting period.",NA,NA
"51",819,"PERRY MEMORIAL HOSPITAL",370139,"OK","COPD",NA,"5 - Results are not available for this reporting period.",1.0112,14.8038,14.6393,NA,"07/01/2014","06/30/2017","501 N 14TH ST","PERRY",73077,"NOBLE",5803363541,"Acute Care Hospitals",TRUE,TRUE,3,"Same as the national average",NA,"Results are not available for this reporting period.","Above the national average",NA,"Same as the national average","Above the national average",NA,"PERRY","Point",-97.299229,36.289083,"501 N 14TH ST",73077,"OK",NA,NA,NA,"There are too few measures or measure groups reported to calculate a star rating or measure group score.","Results are not available for this reporting period.",NA,NA
