"","X","hospital_name","provider_id","state","measure_name","number_of_discharges","footnote","excess_readmission_ratio","predicted_readmission_rate","expected_readmission_rate","number_of_readmissions","start_date","end_date","address","city","zip_code","county_name","phone_number","hospital_type","emergency_services","meets_criteria_for_meaningful_use_of_ehrs","hospital_overall_rating","mortality_national_comparison","safety_of_care_national_comparison","safety_of_care_national_comparison_footnote","readmission_national_comparison","patient_experience_national_comparison","effectiveness_of_care_national_comparison","timeliness_of_care_national_comparison","efficient_use_of_medical_imaging_national_comparison","location_city","location.type","long","lat","location_address","location_zip","location_state","hospital_overall_rating_footnote","mortality_national_comparison_footnote","readmission_national_comparison_footnote","patient_experience_national_comparison_footnote","efficient_use_of_medical_imaging_national_comparison_footnote","timeliness_of_care_national_comparison_footnote","effectiveness_of_care_national_comparison_footnote"
"11",2290,"UNIVERSITY OF NORTH CAROLINA HOSPITAL",340061,"NC","COPD",238,NA,0.9652,20.4733,21.2107,46,"07/01/2014","06/30/2017","101 MANNING DRIVE","CHAPEL HILL",27514,"ORANGE",9199664141,"Acute Care Hospitals",TRUE,TRUE,3,"Below the national average","Above the national average",NA,"Below the national average","Above the national average","Same as the national average","Below the national average","Same as the national average","CHAPEL HILL","Point",-79.051894,35.903551,"101 MANNING DRIVE",27514,"NC",NA,NA,NA,NA,NA,NA,NA
"12",2291,"UNIVERSITY OF NORTH CAROLINA HOSPITAL",340061,"NC","HF",602,NA,1.0626,23.9204,22.5112,148,"07/01/2014","06/30/2017","101 MANNING DRIVE","CHAPEL HILL",27514,"ORANGE",9199664141,"Acute Care Hospitals",TRUE,TRUE,3,"Below the national average","Above the national average",NA,"Below the national average","Above the national average","Same as the national average","Below the national average","Same as the national average","CHAPEL HILL","Point",-79.051894,35.903551,"101 MANNING DRIVE",27514,"NC",NA,NA,NA,NA,NA,NA,NA
"13",2292,"UNIVERSITY OF NORTH CAROLINA HOSPITAL",340061,"NC","HIP_KNEE",315,NA,1.0543,4.1013,3.8902,14,"07/01/2014","06/30/2017","101 MANNING DRIVE","CHAPEL HILL",27514,"ORANGE",9199664141,"Acute Care Hospitals",TRUE,TRUE,3,"Below the national average","Above the national average",NA,"Below the national average","Above the national average","Same as the national average","Below the national average","Same as the national average","CHAPEL HILL","Point",-79.051894,35.903551,"101 MANNING DRIVE",27514,"NC",NA,NA,NA,NA,NA,NA,NA
"14",2293,"UNIVERSITY OF NORTH CAROLINA HOSPITAL",340061,"NC","PN",480,NA,1.0256,17.3903,16.9565,85,"07/01/2014","06/30/2017","101 MANNING DRIVE","CHAPEL HILL",27514,"ORANGE",9199664141,"Acute Care Hospitals",TRUE,TRUE,3,"Below the national average","Above the national average",NA,"Below the national average","Above the national average","Same as the national average","Below the national average","Same as the national average","CHAPEL HILL","Point",-79.051894,35.903551,"101 MANNING DRIVE",27514,"NC",NA,NA,NA,NA,NA,NA,NA
"15",2761,"OKLAHOMA STATE UNIVERSITY MEDICAL CENTER",370078,"OK","AMI",118,NA,0.9707,15.9803,16.4626,17,"07/01/2014","06/30/2017","744 WEST 9TH STREET","TULSA",74127,"TULSA",9185991000,"Acute Care Hospitals",TRUE,TRUE,2,"Same as the national average","Above the national average",NA,"Below the national average","Below the national average","Same as the national average","Above the national average","Same as the national average","TULSA","Point",-96.000119,36.146836,"744 WEST 9TH STREET",74127,"OK",NA,NA,NA,NA,NA,NA,NA
"16",2762,"OKLAHOMA STATE UNIVERSITY MEDICAL CENTER",370078,"OK","CABG",51,NA,1.1512,16.2376,14.1054,12,"07/01/2014","06/30/2017","744 WEST 9TH STREET","TULSA",74127,"TULSA",9185991000,"Acute Care Hospitals",TRUE,TRUE,2,"Same as the national average","Above the national average",NA,"Below the national average","Below the national average","Same as the national average","Above the national average","Same as the national average","TULSA","Point",-96.000119,36.146836,"744 WEST 9TH STREET",74127,"OK",NA,NA,NA,NA,NA,NA,NA
"17",2763,"OKLAHOMA STATE UNIVERSITY MEDICAL CENTER",370078,"OK","COPD",177,NA,1.1167,22.764,20.3853,49,"07/01/2014","06/30/2017","744 WEST 9TH STREET","TULSA",74127,"TULSA",9185991000,"Acute Care Hospitals",TRUE,TRUE,2,"Same as the national average","Above the national average",NA,"Below the national average","Below the national average","Same as the national average","Above the national average","Same as the national average","TULSA","Point",-96.000119,36.146836,"744 WEST 9TH STREET",74127,"OK",NA,NA,NA,NA,NA,NA,NA
"18",2764,"OKLAHOMA STATE UNIVERSITY MEDICAL CENTER",370078,"OK","HF",207,NA,1.0407,22.8952,21.9988,50,"07/01/2014","06/30/2017","744 WEST 9TH STREET","TULSA",74127,"TULSA",9185991000,"Acute Care Hospitals",TRUE,TRUE,2,"Same as the national average","Above the national average",NA,"Below the national average","Below the national average","Same as the national average","Above the national average","Same as the national average","TULSA","Point",-96.000119,36.146836,"744 WEST 9TH STREET",74127,"OK",NA,NA,NA,NA,NA,NA,NA
"19",2765,"OKLAHOMA STATE UNIVERSITY MEDICAL CENTER",370078,"OK","HIP_KNEE",NA,"5 - Results are not available for this reporting period.",1.0772,5.7286,5.3182,NA,"07/01/2014","06/30/2017","744 WEST 9TH STREET","TULSA",74127,"TULSA",9185991000,"Acute Care Hospitals",TRUE,TRUE,2,"Same as the national average","Above the national average",NA,"Below the national average","Below the national average","Same as the national average","Above the national average","Same as the national average","TULSA","Point",-96.000119,36.146836,"744 WEST 9TH STREET",74127,"OK",NA,NA,NA,NA,NA,NA,NA
"20",2766,"OKLAHOMA STATE UNIVERSITY MEDICAL CENTER",370078,"OK","PN",208,NA,1.0231,17.6016,17.2045,38,"07/01/2014","06/30/2017","744 WEST 9TH STREET","TULSA",74127,"TULSA",9185991000,"Acute Care Hospitals",TRUE,TRUE,2,"Same as the national average","Above the national average",NA,"Below the national average","Below the national average","Same as the national average","Above the national average","Same as the national average","TULSA","Point",-96.000119,36.146836,"744 WEST 9TH STREET",74127,"OK",NA,NA,NA,NA,NA,NA,NA
"21",2845,"UT SOUTHWESTERN UNIVERSITY HOSPITAL",450044,"TX","AMI",145,NA,1.0696,18.4063,17.2094,31,"07/01/2014","06/30/2017","6201 HARRY HINES BLVD","DALLAS",75390,"DALLAS",2146335555,"Acute Care Hospitals",TRUE,TRUE,4,"Above the national average","Below the national average",NA,"Below the national average","Above the national average","Same as the national average","Below the national average","Same as the national average","DALLAS",NA,NA,NA,"6201 HARRY HINES BLVD",75390,"TX",NA,NA,NA,NA,NA,NA,NA
"22",2846,"UT SOUTHWESTERN UNIVERSITY HOSPITAL",450044,"TX","CABG",52,NA,1.1546,17.4803,15.1402,13,"07/01/2014","06/30/2017","6201 HARRY HINES BLVD","DALLAS",75390,"DALLAS",2146335555,"Acute Care Hospitals",TRUE,TRUE,4,"Above the national average","Below the national average",NA,"Below the national average","Above the national average","Same as the national average","Below the national average","Same as the national average","DALLAS",NA,NA,NA,"6201 HARRY HINES BLVD",75390,"TX",NA,NA,NA,NA,NA,NA,NA
"23",2847,"UT SOUTHWESTERN UNIVERSITY HOSPITAL",450044,"TX","COPD",217,NA,0.9807,20.5015,20.9041,43,"07/01/2014","06/30/2017","6201 HARRY HINES BLVD","DALLAS",75390,"DALLAS",2146335555,"Acute Care Hospitals",TRUE,TRUE,4,"Above the national average","Below the national average",NA,"Below the national average","Above the national average","Same as the national average","Below the national average","Same as the national average","DALLAS",NA,NA,NA,"6201 HARRY HINES BLVD",75390,"TX",NA,NA,NA,NA,NA,NA,NA
"24",2848,"UT SOUTHWESTERN UNIVERSITY HOSPITAL",450044,"TX","HF",647,NA,0.9457,22.6697,23.9719,143,"07/01/2014","06/30/2017","6201 HARRY HINES BLVD","DALLAS",75390,"DALLAS",2146335555,"Acute Care Hospitals",TRUE,TRUE,4,"Above the national average","Below the national average",NA,"Below the national average","Above the national average","Same as the national average","Below the national average","Same as the national average","DALLAS",NA,NA,NA,"6201 HARRY HINES BLVD",75390,"TX",NA,NA,NA,NA,NA,NA,NA
"25",2849,"UT SOUTHWESTERN UNIVERSITY HOSPITAL",450044,"TX","HIP_KNEE",NA,"5 - Results are not available for this reporting period.",0.9672,4.6732,4.8315,NA,"07/01/2014","06/30/2017","6201 HARRY HINES BLVD","DALLAS",75390,"DALLAS",2146335555,"Acute Care Hospitals",TRUE,TRUE,4,"Above the national average","Below the national average",NA,"Below the national average","Above the national average","Same as the national average","Below the national average","Same as the national average","DALLAS",NA,NA,NA,"6201 HARRY HINES BLVD",75390,"TX",NA,NA,NA,NA,NA,NA,NA
"26",2850,"UT SOUTHWESTERN UNIVERSITY HOSPITAL",450044,"TX","PN",429,NA,0.9258,17.1791,18.5567,69,"07/01/2014","06/30/2017","6201 HARRY HINES BLVD","DALLAS",75390,"DALLAS",2146335555,"Acute Care Hospitals",TRUE,TRUE,4,"Above the national average","Below the national average",NA,"Below the national average","Above the national average","Same as the national average","Below the national average","Same as the national average","DALLAS",NA,NA,NA,"6201 HARRY HINES BLVD",75390,"TX",NA,NA,NA,NA,NA,NA,NA
"27",3242,"PRESBYTERIAN ST LUKES MEDICAL CENTER",60014,"CO","AMI",NA,"5 - Results are not available for this reporting period.",1.0071,15.6101,15.4994,NA,"07/01/2014","06/30/2017","1719 E 19TH AVE","DENVER",80218,"DENVER",3038396000,"Acute Care Hospitals",TRUE,TRUE,3,"Same as the national average","Below the national average",NA,"Same as the national average","Above the national average","Same as the national average","Above the national average","Same as the national average","DENVER","Point",-104.967175,39.746089,"1719 E 19TH AVE",80218,"CO",NA,NA,NA,NA,NA,NA,NA
"28",3244,"PRESBYTERIAN ST LUKES MEDICAL CENTER",60014,"CO","COPD",NA,"5 - Results are not available for this reporting period.",0.9436,18.8811,20.0098,NA,"07/01/2014","06/30/2017","1719 E 19TH AVE","DENVER",80218,"DENVER",3038396000,"Acute Care Hospitals",TRUE,TRUE,3,"Same as the national average","Below the national average",NA,"Same as the national average","Above the national average","Same as the national average","Above the national average","Same as the national average","DENVER","Point",-104.967175,39.746089,"1719 E 19TH AVE",80218,"CO",NA,NA,NA,NA,NA,NA,NA
"29",3245,"PRESBYTERIAN ST LUKES MEDICAL CENTER",60014,"CO","HF",85,NA,1.0047,21.9962,21.8933,19,"07/01/2014","06/30/2017","1719 E 19TH AVE","DENVER",80218,"DENVER",3038396000,"Acute Care Hospitals",TRUE,TRUE,3,"Same as the national average","Below the national average",NA,"Same as the national average","Above the national average","Same as the national average","Above the national average","Same as the national average","DENVER","Point",-104.967175,39.746089,"1719 E 19TH AVE",80218,"CO",NA,NA,NA,NA,NA,NA,NA
"30",3246,"PRESBYTERIAN ST LUKES MEDICAL CENTER",60014,"CO","HIP_KNEE",NA,"5 - Results are not available for this reporting period.",1.0171,4.0083,3.941,NA,"07/01/2014","06/30/2017","1719 E 19TH AVE","DENVER",80218,"DENVER",3038396000,"Acute Care Hospitals",TRUE,TRUE,3,"Same as the national average","Below the national average",NA,"Same as the national average","Above the national average","Same as the national average","Above the national average","Same as the national average","DENVER","Point",-104.967175,39.746089,"1719 E 19TH AVE",80218,"CO",NA,NA,NA,NA,NA,NA,NA
"31",3247,"PRESBYTERIAN ST LUKES MEDICAL CENTER",60014,"CO","PN",108,NA,0.9797,16.8999,17.2506,17,"07/01/2014","06/30/2017","1719 E 19TH AVE","DENVER",80218,"DENVER",3038396000,"Acute Care Hospitals",TRUE,TRUE,3,"Same as the national average","Below the national average",NA,"Same as the national average","Above the national average","Same as the national average","Above the national average","Same as the national average","DENVER","Point",-104.967175,39.746089,"1719 E 19TH AVE",80218,"CO",NA,NA,NA,NA,NA,NA,NA
"32",3308,"DENVER HEALTH MEDICAL CENTER",60011,"CO","AMI",NA,"5 - Results are not available for this reporting period.",1.0524,16.157,15.3525,NA,"07/01/2014","06/30/2017","777 BANNOCK ST","DENVER",80204,"DENVER",3036024930,"Acute Care Hospitals",TRUE,NA,3,"Same as the national average","Same as the national average",NA,"Same as the national average","Below the national average","Same as the national average","Same as the national average","Same as the national average","DENVER","Point",-104.990066,39.72823,"777 BANNOCK ST",80204,"CO",NA,NA,NA,NA,NA,NA,NA
"33",3310,"DENVER HEALTH MEDICAL CENTER",60011,"CO","COPD",NA,"5 - Results are not available for this reporting period.",0.9853,21.1765,21.4927,NA,"07/01/2014","06/30/2017","777 BANNOCK ST","DENVER",80204,"DENVER",3036024930,"Acute Care Hospitals",TRUE,NA,3,"Same as the national average","Same as the national average",NA,"Same as the national average","Below the national average","Same as the national average","Same as the national average","Same as the national average","DENVER","Point",-104.990066,39.72823,"777 BANNOCK ST",80204,"CO",NA,NA,NA,NA,NA,NA,NA
"34",3311,"DENVER HEALTH MEDICAL CENTER",60011,"CO","HF",85,NA,0.9569,19.763,20.6524,14,"07/01/2014","06/30/2017","777 BANNOCK ST","DENVER",80204,"DENVER",3036024930,"Acute Care Hospitals",TRUE,NA,3,"Same as the national average","Same as the national average",NA,"Same as the national average","Below the national average","Same as the national average","Same as the national average","Same as the national average","DENVER","Point",-104.990066,39.72823,"777 BANNOCK ST",80204,"CO",NA,NA,NA,NA,NA,NA,NA
"35",3313,"DENVER HEALTH MEDICAL CENTER",60011,"CO","PN",70,NA,1.0273,17.6425,17.1733,14,"07/01/2014","06/30/2017","777 BANNOCK ST","DENVER",80204,"DENVER",3036024930,"Acute Care Hospitals",TRUE,NA,3,"Same as the national average","Same as the national average",NA,"Same as the national average","Below the national average","Same as the national average","Same as the national average","Same as the national average","DENVER","Point",-104.990066,39.72823,"777 BANNOCK ST",80204,"CO",NA,NA,NA,NA,NA,NA,NA
"36",3950,"UNIVERSITY OF ILLINOIS HOSPITAL",140150,"IL","AMI",62,NA,1.0406,19.9872,19.2082,15,"07/01/2014","06/30/2017","1740 WEST TAYLOR ST SUITE 1400","CHICAGO",60612,"COOK",3129963900,"Acute Care Hospitals",TRUE,TRUE,1,"Same as the national average","Below the national average",NA,"Below the national average","Same as the national average","Same as the national average","Below the national average","Same as the national average","CHICAGO","Point",-87.670529,41.869224,"1740 WEST TAYLOR ST SUITE 1400",60612,"IL",NA,NA,NA,NA,NA,NA,NA
"37",3952,"UNIVERSITY OF ILLINOIS HOSPITAL",140150,"IL","COPD",82,NA,1.0013,21.8228,21.7935,18,"07/01/2014","06/30/2017","1740 WEST TAYLOR ST SUITE 1400","CHICAGO",60612,"COOK",3129963900,"Acute Care Hospitals",TRUE,TRUE,1,"Same as the national average","Below the national average",NA,"Below the national average","Same as the national average","Same as the national average","Below the national average","Same as the national average","CHICAGO","Point",-87.670529,41.869224,"1740 WEST TAYLOR ST SUITE 1400",60612,"IL",NA,NA,NA,NA,NA,NA,NA
"38",3953,"UNIVERSITY OF ILLINOIS HOSPITAL",140150,"IL","HF",215,NA,1.1147,26.8053,24.0471,65,"07/01/2014","06/30/2017","1740 WEST TAYLOR ST SUITE 1400","CHICAGO",60612,"COOK",3129963900,"Acute Care Hospitals",TRUE,TRUE,1,"Same as the national average","Below the national average",NA,"Below the national average","Same as the national average","Same as the national average","Below the national average","Same as the national average","CHICAGO","Point",-87.670529,41.869224,"1740 WEST TAYLOR ST SUITE 1400",60612,"IL",NA,NA,NA,NA,NA,NA,NA
"39",3954,"UNIVERSITY OF ILLINOIS HOSPITAL",140150,"IL","HIP_KNEE",NA,"5 - Results are not available for this reporting period.",1.0261,4.8342,4.7114,NA,"07/01/2014","06/30/2017","1740 WEST TAYLOR ST SUITE 1400","CHICAGO",60612,"COOK",3129963900,"Acute Care Hospitals",TRUE,TRUE,1,"Same as the national average","Below the national average",NA,"Below the national average","Same as the national average","Same as the national average","Below the national average","Same as the national average","CHICAGO","Point",-87.670529,41.869224,"1740 WEST TAYLOR ST SUITE 1400",60612,"IL",NA,NA,NA,NA,NA,NA,NA
"40",3955,"UNIVERSITY OF ILLINOIS HOSPITAL",140150,"IL","PN",158,NA,1.0273,20.4456,19.9019,34,"07/01/2014","06/30/2017","1740 WEST TAYLOR ST SUITE 1400","CHICAGO",60612,"COOK",3129963900,"Acute Care Hospitals",TRUE,TRUE,1,"Same as the national average","Below the national average",NA,"Below the national average","Same as the national average","Same as the national average","Below the national average","Same as the national average","CHICAGO","Point",-87.670529,41.869224,"1740 WEST TAYLOR ST SUITE 1400",60612,"IL",NA,NA,NA,NA,NA,NA,NA
"41",4304,"UNIVERSITY OF IOWA HOSPITAL & CLINICS",160058,"IA","AMI",374,NA,0.9772,16.7003,17.0898,61,"07/01/2014","06/30/2017","200 HAWKINS DRIVE","IOWA CITY",52242,"JOHNSON",3193561616,"Acute Care Hospitals",TRUE,TRUE,2,"Same as the national average","Same as the national average",NA,"Below the national average","Below the national average","Same as the national average","Below the national average","Above the national average","IOWA CITY","Point",-91.550759,41.661203,"200 HAWKINS DRIVE",52242,"IA",NA,NA,NA,NA,NA,NA,NA
"42",4305,"UNIVERSITY OF IOWA HOSPITAL & CLINICS",160058,"IA","CABG",109,NA,1.0293,14.8876,14.4632,17,"07/01/2014","06/30/2017","200 HAWKINS DRIVE","IOWA CITY",52242,"JOHNSON",3193561616,"Acute Care Hospitals",TRUE,TRUE,2,"Same as the national average","Same as the national average",NA,"Below the national average","Below the national average","Same as the national average","Below the national average","Above the national average","IOWA CITY","Point",-91.550759,41.661203,"200 HAWKINS DRIVE",52242,"IA",NA,NA,NA,NA,NA,NA,NA
"43",4306,"UNIVERSITY OF IOWA HOSPITAL & CLINICS",160058,"IA","COPD",193,NA,0.955,18.8965,19.7872,33,"07/01/2014","06/30/2017","200 HAWKINS DRIVE","IOWA CITY",52242,"JOHNSON",3193561616,"Acute Care Hospitals",TRUE,TRUE,2,"Same as the national average","Same as the national average",NA,"Below the national average","Below the national average","Same as the national average","Below the national average","Above the national average","IOWA CITY","Point",-91.550759,41.661203,"200 HAWKINS DRIVE",52242,"IA",NA,NA,NA,NA,NA,NA,NA
"44",4307,"UNIVERSITY OF IOWA HOSPITAL & CLINICS",160058,"IA","HF",698,NA,1.0762,23.8092,22.1228,171,"07/01/2014","06/30/2017","200 HAWKINS DRIVE","IOWA CITY",52242,"JOHNSON",3193561616,"Acute Care Hospitals",TRUE,TRUE,2,"Same as the national average","Same as the national average",NA,"Below the national average","Below the national average","Same as the national average","Below the national average","Above the national average","IOWA CITY","Point",-91.550759,41.661203,"200 HAWKINS DRIVE",52242,"IA",NA,NA,NA,NA,NA,NA,NA
"45",4308,"UNIVERSITY OF IOWA HOSPITAL & CLINICS",160058,"IA","HIP_KNEE",620,NA,0.9827,4.5748,4.6552,28,"07/01/2014","06/30/2017","200 HAWKINS DRIVE","IOWA CITY",52242,"JOHNSON",3193561616,"Acute Care Hospitals",TRUE,TRUE,2,"Same as the national average","Same as the national average",NA,"Below the national average","Below the national average","Same as the national average","Below the national average","Above the national average","IOWA CITY","Point",-91.550759,41.661203,"200 HAWKINS DRIVE",52242,"IA",NA,NA,NA,NA,NA,NA,NA
"46",4309,"UNIVERSITY OF IOWA HOSPITAL & CLINICS",160058,"IA","PN",480,NA,0.9716,16.6099,17.0951,78,"07/01/2014","06/30/2017","200 HAWKINS DRIVE","IOWA CITY",52242,"JOHNSON",3193561616,"Acute Care Hospitals",TRUE,TRUE,2,"Same as the national average","Same as the national average",NA,"Below the national average","Below the national average","Same as the national average","Below the national average","Above the national average","IOWA CITY","Point",-91.550759,41.661203,"200 HAWKINS DRIVE",52242,"IA",NA,NA,NA,NA,NA,NA,NA
"47",4335,"WELCH COMMUNITY HOSPITAL",510086,"WV","COPD",NA,"5 - Results are not available for this reporting period.",0.9903,16.0569,16.2141,NA,"07/01/2014","06/30/2017","454 MCDOWELL STREET","WELCH",24801,"MC DOWELL",3044368461,"Acute Care Hospitals",TRUE,TRUE,4,NA,NA,"Results are not available for this reporting period.","Same as the national average","Above the national average","Same as the national average","Below the national average",NA,"WELCH","Point",-81.589295,37.438822,"454 MCDOWELL STREET",24801,"WV",NA,"Results are not available for this reporting period.",NA,NA,"Results are not available for this reporting period.",NA,NA
"48",4338,"WELCH COMMUNITY HOSPITAL",510086,"WV","PN",NA,"5 - Results are not available for this reporting period.",0.9035,14.8372,16.4217,NA,"07/01/2014","06/30/2017","454 MCDOWELL STREET","WELCH",24801,"MC DOWELL",3044368461,"Acute Care Hospitals",TRUE,TRUE,4,NA,NA,"Results are not available for this reporting period.","Same as the national average","Above the national average","Same as the national average","Below the national average",NA,"WELCH","Point",-81.589295,37.438822,"454 MCDOWELL STREET",24801,"WV",NA,"Results are not available for this reporting period.",NA,NA,"Results are not available for this reporting period.",NA,NA
"49",4843,"UNIVERSITY OF VIRGINIA MEDICAL CENTER",490009,"VA","AMI",437,NA,0.98,14.6995,14.9994,63,"07/01/2014","06/30/2017","1215 LEE STREET","CHARLOTTESVILLE",22908,"CHARLOTTESVILLE CITY",8002513627,"Acute Care Hospitals",TRUE,TRUE,2,"Below the national average","Below the national average",NA,"Below the national average","Above the national average","Same as the national average","Below the national average","Above the national average","CHARLOTTESVILLE","Point",-78.498455,38.031829,"1215 LEE STREET",22908,"VA",NA,NA,NA,NA,NA,NA,NA
"50",4844,"UNIVERSITY OF VIRGINIA MEDICAL CENTER",490009,"VA","CABG",329,NA,0.7502,11.078,14.7664,29,"07/01/2014","06/30/2017","1215 LEE STREET","CHARLOTTESVILLE",22908,"CHARLOTTESVILLE CITY",8002513627,"Acute Care Hospitals",TRUE,TRUE,2,"Below the national average","Below the national average",NA,"Below the national average","Above the national average","Same as the national average","Below the national average","Above the national average","CHARLOTTESVILLE","Point",-78.498455,38.031829,"1215 LEE STREET",22908,"VA",NA,NA,NA,NA,NA,NA,NA
