"","X","hospital_name","provider_id","state","measure_name","number_of_discharges","footnote","excess_readmission_ratio","predicted_readmission_rate","expected_readmission_rate","number_of_readmissions","start_date","end_date","address","city","zip_code","county_name","phone_number","hospital_type","emergency_services","meets_criteria_for_meaningful_use_of_ehrs","hospital_overall_rating","mortality_national_comparison","safety_of_care_national_comparison","safety_of_care_national_comparison_footnote","readmission_national_comparison","patient_experience_national_comparison","effectiveness_of_care_national_comparison","timeliness_of_care_national_comparison","efficient_use_of_medical_imaging_national_comparison","location_city","location.type","long","lat","location_address","location_zip","location_state","hospital_overall_rating_footnote","mortality_national_comparison_footnote","readmission_national_comparison_footnote","patient_experience_national_comparison_footnote","efficient_use_of_medical_imaging_national_comparison_footnote","timeliness_of_care_national_comparison_footnote","effectiveness_of_care_national_comparison_footnote"
"11",225,"OAKLAWN HOSPITAL",230217,"MI","COPD",157,NA,0.8714,17.3359,19.8932,17,"07/01/2014","06/30/2017","200 N MADISON","MARSHALL",49068,"CALHOUN",2697814271,"Acute Care Hospitals",TRUE,TRUE,4,"Same as the national average","Below the national average",NA,"Above the national average","Same as the national average","Same as the national average","Same as the national average","Same as the national average","MARSHALL","Point",-84.957796,42.273533,"200 N MADISON",49068,"MI",NA,NA,NA,NA,NA,NA,NA
"12",226,"OAKLAWN HOSPITAL",230217,"MI","HF",130,NA,0.8724,18.9727,21.7489,16,"07/01/2014","06/30/2017","200 N MADISON","MARSHALL",49068,"CALHOUN",2697814271,"Acute Care Hospitals",TRUE,TRUE,4,"Same as the national average","Below the national average",NA,"Above the national average","Same as the national average","Same as the national average","Same as the national average","Same as the national average","MARSHALL","Point",-84.957796,42.273533,"200 N MADISON",49068,"MI",NA,NA,NA,NA,NA,NA,NA
"13",227,"OAKLAWN HOSPITAL",230217,"MI","HIP_KNEE",NA,"5 - Results are not available for this reporting period.",1.0037,4.1708,4.1552,NA,"07/01/2014","06/30/2017","200 N MADISON","MARSHALL",49068,"CALHOUN",2697814271,"Acute Care Hospitals",TRUE,TRUE,4,"Same as the national average","Below the national average",NA,"Above the national average","Same as the national average","Same as the national average","Same as the national average","Same as the national average","MARSHALL","Point",-84.957796,42.273533,"200 N MADISON",49068,"MI",NA,NA,NA,NA,NA,NA,NA
"14",228,"OAKLAWN HOSPITAL",230217,"MI","PN",192,NA,0.9099,15.4246,16.9514,24,"07/01/2014","06/30/2017","200 N MADISON","MARSHALL",49068,"CALHOUN",2697814271,"Acute Care Hospitals",TRUE,TRUE,4,"Same as the national average","Below the national average",NA,"Above the national average","Same as the national average","Same as the national average","Same as the national average","Same as the national average","MARSHALL","Point",-84.957796,42.273533,"200 N MADISON",49068,"MI",NA,NA,NA,NA,NA,NA,NA
"15",249,"SILOAM SPRINGS REGIONAL HOSPITAL",40001,"AR","COPD",56,NA,1.0371,16.7451,16.1464,12,"07/01/2014","06/30/2017","603 NORTH PROGRESS AVENUE","SILOAM SPRINGS",72761,"BENTON",4795244141,"Acute Care Hospitals",TRUE,TRUE,3,"Same as the national average","Same as the national average",NA,"Same as the national average","Same as the national average","Same as the national average","Above the national average","Same as the national average","SILOAM SPRINGS","Point",-94.509658,36.190377,"603 NORTH PROGRESS AVENUE",72761,"AR",NA,NA,NA,NA,NA,NA,NA
"16",250,"SILOAM SPRINGS REGIONAL HOSPITAL",40001,"AR","HF",48,NA,1.032,18.8757,18.2907,11,"07/01/2014","06/30/2017","603 NORTH PROGRESS AVENUE","SILOAM SPRINGS",72761,"BENTON",4795244141,"Acute Care Hospitals",TRUE,TRUE,3,"Same as the national average","Same as the national average",NA,"Same as the national average","Same as the national average","Same as the national average","Above the national average","Same as the national average","SILOAM SPRINGS","Point",-94.509658,36.190377,"603 NORTH PROGRESS AVENUE",72761,"AR",NA,NA,NA,NA,NA,NA,NA
"17",251,"SILOAM SPRINGS REGIONAL HOSPITAL",40001,"AR","HIP_KNEE",NA,"5 - Results are not available for this reporting period.",1.1286,4.2473,3.7632,NA,"07/01/2014","06/30/2017","603 NORTH PROGRESS AVENUE","SILOAM SPRINGS",72761,"BENTON",4795244141,"Acute Care Hospitals",TRUE,TRUE,3,"Same as the national average","Same as the national average",NA,"Same as the national average","Same as the national average","Same as the national average","Above the national average","Same as the national average","SILOAM SPRINGS","Point",-94.509658,36.190377,"603 NORTH PROGRESS AVENUE",72761,"AR",NA,NA,NA,NA,NA,NA,NA
"18",252,"SILOAM SPRINGS REGIONAL HOSPITAL",40001,"AR","PN",112,NA,1.0213,14.9779,14.6652,18,"07/01/2014","06/30/2017","603 NORTH PROGRESS AVENUE","SILOAM SPRINGS",72761,"BENTON",4795244141,"Acute Care Hospitals",TRUE,TRUE,3,"Same as the national average","Same as the national average",NA,"Same as the national average","Same as the national average","Same as the national average","Above the national average","Same as the national average","SILOAM SPRINGS","Point",-94.509658,36.190377,"603 NORTH PROGRESS AVENUE",72761,"AR",NA,NA,NA,NA,NA,NA,NA
"19",281,"ARISE AUSTIN MEDICAL CENTER",450871,"TX","HIP_KNEE",NA,"5 - Results are not available for this reporting period.",0.8901,3.3848,3.8027,NA,"07/01/2014","06/30/2017","3003 BEE CAVES ROAD","AUSTIN",78746,"TRAVIS",5123479888,"Acute Care Hospitals",TRUE,NA,NA,NA,NA,"Results are not available for this reporting period.",NA,"Above the national average","Same as the national average",NA,NA,"AUSTIN","Point",-97.795469,30.271664,"3003 BEE CAVES ROAD",78746,"TX","There are too few measures or measure groups reported to calculate a star rating or measure group score.","There are too few measures or measure groups reported to calculate a star rating or measure group score.","Results are not available for this reporting period.",NA,"There are too few measures or measure groups reported to calculate a star rating or measure group score.","There are too few measures or measure groups reported to calculate a star rating or measure group score.",NA
"20",307,"MEDSTAR UNION MEMORIAL HOSPITAL",210024,"MD","AMI",599,NA,0.9371,17.2204,18.3763,99,"07/01/2014","06/30/2017","201 EAST UNIVERSITY PARKWAY","BALTIMORE",21218,"BALTIMORE CITY",4105542227,"Acute Care Hospitals",TRUE,TRUE,5,"Same as the national average","Above the national average",NA,"Above the national average","Same as the national average","Same as the national average","Below the national average","Above the national average","BALTIMORE","Point",-76.61438,39.330382,"201 EAST UNIVERSITY PARKWAY",21218,"MD",NA,NA,NA,NA,NA,NA,NA
"21",308,"MEDSTAR UNION MEMORIAL HOSPITAL",210024,"MD","CABG",265,NA,0.9646,13.1824,13.6656,34,"07/01/2014","06/30/2017","201 EAST UNIVERSITY PARKWAY","BALTIMORE",21218,"BALTIMORE CITY",4105542227,"Acute Care Hospitals",TRUE,TRUE,5,"Same as the national average","Above the national average",NA,"Above the national average","Same as the national average","Same as the national average","Below the national average","Above the national average","BALTIMORE","Point",-76.61438,39.330382,"201 EAST UNIVERSITY PARKWAY",21218,"MD",NA,NA,NA,NA,NA,NA,NA
"22",309,"MEDSTAR UNION MEMORIAL HOSPITAL",210024,"MD","COPD",278,NA,0.9791,21.4597,21.9171,58,"07/01/2014","06/30/2017","201 EAST UNIVERSITY PARKWAY","BALTIMORE",21218,"BALTIMORE CITY",4105542227,"Acute Care Hospitals",TRUE,TRUE,5,"Same as the national average","Above the national average",NA,"Above the national average","Same as the national average","Same as the national average","Below the national average","Above the national average","BALTIMORE","Point",-76.61438,39.330382,"201 EAST UNIVERSITY PARKWAY",21218,"MD",NA,NA,NA,NA,NA,NA,NA
"23",310,"MEDSTAR UNION MEMORIAL HOSPITAL",210024,"MD","HF",574,NA,0.8359,19.4246,23.2388,100,"07/01/2014","06/30/2017","201 EAST UNIVERSITY PARKWAY","BALTIMORE",21218,"BALTIMORE CITY",4105542227,"Acute Care Hospitals",TRUE,TRUE,5,"Same as the national average","Above the national average",NA,"Above the national average","Same as the national average","Same as the national average","Below the national average","Above the national average","BALTIMORE","Point",-76.61438,39.330382,"201 EAST UNIVERSITY PARKWAY",21218,"MD",NA,NA,NA,NA,NA,NA,NA
"24",311,"MEDSTAR UNION MEMORIAL HOSPITAL",210024,"MD","HIP_KNEE",1410,NA,0.9049,3.6206,4.0011,49,"07/01/2014","06/30/2017","201 EAST UNIVERSITY PARKWAY","BALTIMORE",21218,"BALTIMORE CITY",4105542227,"Acute Care Hospitals",TRUE,TRUE,5,"Same as the national average","Above the national average",NA,"Above the national average","Same as the national average","Same as the national average","Below the national average","Above the national average","BALTIMORE","Point",-76.61438,39.330382,"201 EAST UNIVERSITY PARKWAY",21218,"MD",NA,NA,NA,NA,NA,NA,NA
"25",312,"MEDSTAR UNION MEMORIAL HOSPITAL",210024,"MD","PN",347,NA,0.9328,16.4892,17.678,53,"07/01/2014","06/30/2017","201 EAST UNIVERSITY PARKWAY","BALTIMORE",21218,"BALTIMORE CITY",4105542227,"Acute Care Hospitals",TRUE,TRUE,5,"Same as the national average","Above the national average",NA,"Above the national average","Same as the national average","Same as the national average","Below the national average","Above the national average","BALTIMORE","Point",-76.61438,39.330382,"201 EAST UNIVERSITY PARKWAY",21218,"MD",NA,NA,NA,NA,NA,NA,NA
"26",691,"KAISER FOUNDATION HOSPITAL - LOS ANGELES",50138,"CA","AMI",NA,"5 - Results are not available for this reporting period.",0.992,17.3487,17.4892,NA,"07/01/2014","06/30/2017","4867 SUNSET BLVD","LOS ANGELES",90027,"LOS ANGELES",3237834011,"Acute Care Hospitals",FALSE,TRUE,4,NA,"Above the national average",NA,"Above the national average","Same as the national average","Same as the national average",NA,NA,"LOS ANGELES","Point",-118.294825,34.098141,"4867 SUNSET BLVD",90027,"CA","This hospital's star rating only includes data reported on inpatient services.","Results are not available for this reporting period.",NA,NA,"There are too few measures or measure groups reported to calculate a star rating or measure group score.","Results are not available for this reporting period.",NA
"27",694,"KAISER FOUNDATION HOSPITAL - LOS ANGELES",50138,"CA","HF",NA,"5 - Results are not available for this reporting period.",0.9741,21.671,22.2475,NA,"07/01/2014","06/30/2017","4867 SUNSET BLVD","LOS ANGELES",90027,"LOS ANGELES",3237834011,"Acute Care Hospitals",FALSE,TRUE,4,NA,"Above the national average",NA,"Above the national average","Same as the national average","Same as the national average",NA,NA,"LOS ANGELES","Point",-118.294825,34.098141,"4867 SUNSET BLVD",90027,"CA","This hospital's star rating only includes data reported on inpatient services.","Results are not available for this reporting period.",NA,NA,"There are too few measures or measure groups reported to calculate a star rating or measure group score.","Results are not available for this reporting period.",NA
"28",758,"PENN HIGHLANDS DUBOIS",390086,"PA","AMI",301,NA,1.0195,15.8844,15.581,49,"07/01/2014","06/30/2017","100 HOSPITAL AVENUE","DUBOIS",15801,"CLEARFIELD",8143712200,"Acute Care Hospitals",TRUE,TRUE,3,"Same as the national average","Same as the national average",NA,"Below the national average","Below the national average","Above the national average","Same as the national average","Above the national average","DUBOIS","Point",-78.775736,41.114349,"100 HOSPITAL AVENUE",15801,"PA",NA,NA,NA,NA,NA,NA,NA
"29",759,"PENN HIGHLANDS DUBOIS",390086,"PA","CABG",NA,"5 - Results are not available for this reporting period.",1.0615,14.2874,13.459,NA,"07/01/2014","06/30/2017","100 HOSPITAL AVENUE","DUBOIS",15801,"CLEARFIELD",8143712200,"Acute Care Hospitals",TRUE,TRUE,3,"Same as the national average","Same as the national average",NA,"Below the national average","Below the national average","Above the national average","Same as the national average","Above the national average","DUBOIS","Point",-78.775736,41.114349,"100 HOSPITAL AVENUE",15801,"PA",NA,NA,NA,NA,NA,NA,NA
"30",760,"PENN HIGHLANDS DUBOIS",390086,"PA","COPD",308,NA,1.0436,21.0139,20.1354,68,"07/01/2014","06/30/2017","100 HOSPITAL AVENUE","DUBOIS",15801,"CLEARFIELD",8143712200,"Acute Care Hospitals",TRUE,TRUE,3,"Same as the national average","Same as the national average",NA,"Below the national average","Below the national average","Above the national average","Same as the national average","Above the national average","DUBOIS","Point",-78.775736,41.114349,"100 HOSPITAL AVENUE",15801,"PA",NA,NA,NA,NA,NA,NA,NA
"31",761,"PENN HIGHLANDS DUBOIS",390086,"PA","HF",449,NA,0.9678,21.1825,21.8875,93,"07/01/2014","06/30/2017","100 HOSPITAL AVENUE","DUBOIS",15801,"CLEARFIELD",8143712200,"Acute Care Hospitals",TRUE,TRUE,3,"Same as the national average","Same as the national average",NA,"Below the national average","Below the national average","Above the national average","Same as the national average","Above the national average","DUBOIS","Point",-78.775736,41.114349,"100 HOSPITAL AVENUE",15801,"PA",NA,NA,NA,NA,NA,NA,NA
"32",762,"PENN HIGHLANDS DUBOIS",390086,"PA","HIP_KNEE",142,NA,1.0558,6.9254,6.5595,11,"07/01/2014","06/30/2017","100 HOSPITAL AVENUE","DUBOIS",15801,"CLEARFIELD",8143712200,"Acute Care Hospitals",TRUE,TRUE,3,"Same as the national average","Same as the national average",NA,"Below the national average","Below the national average","Above the national average","Same as the national average","Above the national average","DUBOIS","Point",-78.775736,41.114349,"100 HOSPITAL AVENUE",15801,"PA",NA,NA,NA,NA,NA,NA,NA
"33",763,"PENN HIGHLANDS DUBOIS",390086,"PA","PN",376,NA,1.0156,18.0983,17.8204,69,"07/01/2014","06/30/2017","100 HOSPITAL AVENUE","DUBOIS",15801,"CLEARFIELD",8143712200,"Acute Care Hospitals",TRUE,TRUE,3,"Same as the national average","Same as the national average",NA,"Below the national average","Below the national average","Above the national average","Same as the national average","Above the national average","DUBOIS","Point",-78.775736,41.114349,"100 HOSPITAL AVENUE",15801,"PA",NA,NA,NA,NA,NA,NA,NA
"34",926,"MONROE COUNTY MEDICAL CENTER",180105,"KY","HF",77,NA,0.9918,21.4712,21.649,16,"07/01/2014","06/30/2017","529 CAPP HARLAN ROAD","TOMPKINSVILLE",42167,"MONROE",2704879231,"Acute Care Hospitals",TRUE,NA,3,"Same as the national average",NA,"Results are not available for this reporting period.","Below the national average","Above the national average","Same as the national average","Above the national average","Same as the national average","TOMPKINSVILLE","Point",-85.67712,36.698506,"529 CAPP HARLAN ROAD",42167,"KY",NA,NA,NA,NA,NA,NA,NA
"35",940,"SPECTRUM HEALTH PENNOCK",230040,"MI","COPD",164,NA,1.028,18.8652,18.3515,33,"07/01/2014","06/30/2017","1009 W GREEN ST","HASTINGS",49058,"BARRY",2699453451,"Acute Care Hospitals",FALSE,TRUE,4,"Same as the national average","Below the national average",NA,"Above the national average","Above the national average","Same as the national average","Above the national average","Same as the national average","HASTINGS","Point",-85.3021,42.6442,"1009 W GREEN ST",49058,"MI",NA,NA,NA,NA,NA,NA,NA
"36",941,"SPECTRUM HEALTH PENNOCK",230040,"MI","HF",143,NA,1.1249,22.047,19.5985,39,"07/01/2014","06/30/2017","1009 W GREEN ST","HASTINGS",49058,"BARRY",2699453451,"Acute Care Hospitals",FALSE,TRUE,4,"Same as the national average","Below the national average",NA,"Above the national average","Above the national average","Same as the national average","Above the national average","Same as the national average","HASTINGS","Point",-85.3021,42.6442,"1009 W GREEN ST",49058,"MI",NA,NA,NA,NA,NA,NA,NA
"37",942,"SPECTRUM HEALTH PENNOCK",230040,"MI","HIP_KNEE",NA,"5 - Results are not available for this reporting period.",0.9786,4.5153,4.6141,NA,"07/01/2014","06/30/2017","1009 W GREEN ST","HASTINGS",49058,"BARRY",2699453451,"Acute Care Hospitals",FALSE,TRUE,4,"Same as the national average","Below the national average",NA,"Above the national average","Above the national average","Same as the national average","Above the national average","Same as the national average","HASTINGS","Point",-85.3021,42.6442,"1009 W GREEN ST",49058,"MI",NA,NA,NA,NA,NA,NA,NA
"38",943,"SPECTRUM HEALTH PENNOCK",230040,"MI","PN",269,NA,0.9967,14.5698,14.6185,39,"07/01/2014","06/30/2017","1009 W GREEN ST","HASTINGS",49058,"BARRY",2699453451,"Acute Care Hospitals",FALSE,TRUE,4,"Same as the national average","Below the national average",NA,"Above the national average","Above the national average","Same as the national average","Above the national average","Same as the national average","HASTINGS","Point",-85.3021,42.6442,"1009 W GREEN ST",49058,"MI",NA,NA,NA,NA,NA,NA,NA
"39",958,"MONROE COUNTY MEDICAL CENTER",180105,"KY","COPD",221,NA,1.0692,19.4597,18.2004,48,"07/01/2014","06/30/2017","529 CAPP HARLAN ROAD","TOMPKINSVILLE",42167,"MONROE",2704879231,"Acute Care Hospitals",TRUE,NA,3,"Same as the national average",NA,"Results are not available for this reporting period.","Below the national average","Above the national average","Same as the national average","Above the national average","Same as the national average","TOMPKINSVILLE","Point",-85.67712,36.698506,"529 CAPP HARLAN ROAD",42167,"KY",NA,NA,NA,NA,NA,NA,NA
"40",960,"MONROE COUNTY MEDICAL CENTER",180105,"KY","PN",217,NA,1.0245,15.4679,15.0976,35,"07/01/2014","06/30/2017","529 CAPP HARLAN ROAD","TOMPKINSVILLE",42167,"MONROE",2704879231,"Acute Care Hospitals",TRUE,NA,3,"Same as the national average",NA,"Results are not available for this reporting period.","Below the national average","Above the national average","Same as the national average","Above the national average","Same as the national average","TOMPKINSVILLE","Point",-85.67712,36.698506,"529 CAPP HARLAN ROAD",42167,"KY",NA,NA,NA,NA,NA,NA,NA
"41",979,"MEDSTAR GOOD SAMARITAN HOSPITAL",210056,"MD","AMI",95,NA,1.0729,23.3362,21.7499,27,"07/01/2014","06/30/2017","5601 LOCH RAVEN BOULEVARD","BALTIMORE",21239,"BALTIMORE CITY",4434443902,"Acute Care Hospitals",TRUE,TRUE,5,"Above the national average","Above the national average",NA,"Above the national average","Below the national average","Same as the national average","Below the national average","Above the national average","BALTIMORE","Point",-76.588684,39.359301,"5601 LOCH RAVEN BOULEVARD",21239,"MD",NA,NA,NA,NA,NA,NA,NA
"42",981,"MEDSTAR GOOD SAMARITAN HOSPITAL",210056,"MD","COPD",382,NA,0.9163,19.5503,21.3362,68,"07/01/2014","06/30/2017","5601 LOCH RAVEN BOULEVARD","BALTIMORE",21239,"BALTIMORE CITY",4434443902,"Acute Care Hospitals",TRUE,TRUE,5,"Above the national average","Above the national average",NA,"Above the national average","Below the national average","Same as the national average","Below the national average","Above the national average","BALTIMORE","Point",-76.588684,39.359301,"5601 LOCH RAVEN BOULEVARD",21239,"MD",NA,NA,NA,NA,NA,NA,NA
"43",982,"MEDSTAR GOOD SAMARITAN HOSPITAL",210056,"MD","HF",861,NA,0.9258,21.7243,23.4662,182,"07/01/2014","06/30/2017","5601 LOCH RAVEN BOULEVARD","BALTIMORE",21239,"BALTIMORE CITY",4434443902,"Acute Care Hospitals",TRUE,TRUE,5,"Above the national average","Above the national average",NA,"Above the national average","Below the national average","Same as the national average","Below the national average","Above the national average","BALTIMORE","Point",-76.588684,39.359301,"5601 LOCH RAVEN BOULEVARD",21239,"MD",NA,NA,NA,NA,NA,NA,NA
"44",983,"MEDSTAR GOOD SAMARITAN HOSPITAL",210056,"MD","HIP_KNEE",363,NA,1.1404,5.0349,4.4152,21,"07/01/2014","06/30/2017","5601 LOCH RAVEN BOULEVARD","BALTIMORE",21239,"BALTIMORE CITY",4434443902,"Acute Care Hospitals",TRUE,TRUE,5,"Above the national average","Above the national average",NA,"Above the national average","Below the national average","Same as the national average","Below the national average","Above the national average","BALTIMORE","Point",-76.588684,39.359301,"5601 LOCH RAVEN BOULEVARD",21239,"MD",NA,NA,NA,NA,NA,NA,NA
"45",984,"MEDSTAR GOOD SAMARITAN HOSPITAL",210056,"MD","PN",552,NA,0.958,17.3227,18.0825,93,"07/01/2014","06/30/2017","5601 LOCH RAVEN BOULEVARD","BALTIMORE",21239,"BALTIMORE CITY",4434443902,"Acute Care Hospitals",TRUE,TRUE,5,"Above the national average","Above the national average",NA,"Above the national average","Below the national average","Same as the national average","Below the national average","Above the national average","BALTIMORE","Point",-76.588684,39.359301,"5601 LOCH RAVEN BOULEVARD",21239,"MD",NA,NA,NA,NA,NA,NA,NA
"46",1009,"UNIVERSITY OF CALIFORNIA DAVIS MEDICAL CENTER",50599,"CA","AMI",294,NA,1.0187,16.61,16.3052,50,"07/01/2014","06/30/2017","2315 STOCKTON BOULEVARD","SACRAMENTO",95817,"SACRAMENTO",9167342011,"Acute Care Hospitals",TRUE,TRUE,3,"Above the national average","Below the national average",NA,"Below the national average","Same as the national average","Below the national average","Below the national average","Same as the national average","SACRAMENTO","Point",-121.457535,38.554375,"2315 STOCKTON BOULEVARD",95817,"CA",NA,NA,NA,NA,NA,NA,NA
"47",1010,"UNIVERSITY OF CALIFORNIA DAVIS MEDICAL CENTER",50599,"CA","CABG",NA,"5 - Results are not available for this reporting period.",1.0114,12.6259,12.4837,NA,"07/01/2014","06/30/2017","2315 STOCKTON BOULEVARD","SACRAMENTO",95817,"SACRAMENTO",9167342011,"Acute Care Hospitals",TRUE,TRUE,3,"Above the national average","Below the national average",NA,"Below the national average","Same as the national average","Below the national average","Below the national average","Same as the national average","SACRAMENTO","Point",-121.457535,38.554375,"2315 STOCKTON BOULEVARD",95817,"CA",NA,NA,NA,NA,NA,NA,NA
"48",1011,"UNIVERSITY OF CALIFORNIA DAVIS MEDICAL CENTER",50599,"CA","COPD",273,NA,1.0002,21.2392,21.2346,58,"07/01/2014","06/30/2017","2315 STOCKTON BOULEVARD","SACRAMENTO",95817,"SACRAMENTO",9167342011,"Acute Care Hospitals",TRUE,TRUE,3,"Above the national average","Below the national average",NA,"Below the national average","Same as the national average","Below the national average","Below the national average","Same as the national average","SACRAMENTO","Point",-121.457535,38.554375,"2315 STOCKTON BOULEVARD",95817,"CA",NA,NA,NA,NA,NA,NA,NA
"49",1012,"UNIVERSITY OF CALIFORNIA DAVIS MEDICAL CENTER",50599,"CA","HF",614,NA,0.9602,21.2737,22.1548,128,"07/01/2014","06/30/2017","2315 STOCKTON BOULEVARD","SACRAMENTO",95817,"SACRAMENTO",9167342011,"Acute Care Hospitals",TRUE,TRUE,3,"Above the national average","Below the national average",NA,"Below the national average","Same as the national average","Below the national average","Below the national average","Same as the national average","SACRAMENTO","Point",-121.457535,38.554375,"2315 STOCKTON BOULEVARD",95817,"CA",NA,NA,NA,NA,NA,NA,NA
