"","X","hospital_name","provider_id","state","measure_name","number_of_discharges","footnote","excess_readmission_ratio","predicted_readmission_rate","expected_readmission_rate","number_of_readmissions","start_date","end_date","address","city","zip_code","county_name","phone_number","hospital_type","emergency_services","meets_criteria_for_meaningful_use_of_ehrs","hospital_overall_rating","mortality_national_comparison","safety_of_care_national_comparison","safety_of_care_national_comparison_footnote","readmission_national_comparison","patient_experience_national_comparison","effectiveness_of_care_national_comparison","timeliness_of_care_national_comparison","efficient_use_of_medical_imaging_national_comparison","location_city","location.type","long","lat","location_address","location_zip","location_state","hospital_overall_rating_footnote","mortality_national_comparison_footnote","readmission_national_comparison_footnote","patient_experience_national_comparison_footnote","efficient_use_of_medical_imaging_national_comparison_footnote","timeliness_of_care_national_comparison_footnote","effectiveness_of_care_national_comparison_footnote"
"11",424,"CENTURA HEALTH-AVISTA ADVENTIST HOSPITAL",60103,"CO","HF",NA,"5 - Results are not available for this reporting period.",0.9621,20.6955,21.5101,NA,"07/01/2014","06/30/2017","100 HEALTH PARK DRIVE","LOUISVILLE",80027,"BOULDER",3036731280,"Acute Care Hospitals",TRUE,TRUE,3,"Same as the national average","Same as the national average",NA,"Same as the national average","Above the national average","Same as the national average","Above the national average","Same as the national average","LOUISVILLE","Point",-105.149154,39.950847,"100 HEALTH PARK DRIVE",80027,"CO",NA,NA,NA,NA,NA,NA,NA
"12",425,"CENTURA HEALTH-AVISTA ADVENTIST HOSPITAL",60103,"CO","HIP_KNEE",NA,"5 - Results are not available for this reporting period.",1.0614,3.965,3.7356,NA,"07/01/2014","06/30/2017","100 HEALTH PARK DRIVE","LOUISVILLE",80027,"BOULDER",3036731280,"Acute Care Hospitals",TRUE,TRUE,3,"Same as the national average","Same as the national average",NA,"Same as the national average","Above the national average","Same as the national average","Above the national average","Same as the national average","LOUISVILLE","Point",-105.149154,39.950847,"100 HEALTH PARK DRIVE",80027,"CO",NA,NA,NA,NA,NA,NA,NA
"13",426,"CENTURA HEALTH-AVISTA ADVENTIST HOSPITAL",60103,"CO","PN",NA,"5 - Results are not available for this reporting period.",0.9199,13.4107,14.5788,NA,"07/01/2014","06/30/2017","100 HEALTH PARK DRIVE","LOUISVILLE",80027,"BOULDER",3036731280,"Acute Care Hospitals",TRUE,TRUE,3,"Same as the national average","Same as the national average",NA,"Same as the national average","Above the national average","Same as the national average","Above the national average","Same as the national average","LOUISVILLE","Point",-105.149154,39.950847,"100 HEALTH PARK DRIVE",80027,"CO",NA,NA,NA,NA,NA,NA,NA
"14",445,"MERCY MEDICAL CENTER INC",210008,"MD","AMI",NA,"5 - Results are not available for this reporting period.",0.9965,18.869,18.9359,NA,"07/01/2014","06/30/2017","301 SAINT PAUL PLACE","BALTIMORE",21202,"BALTIMORE CITY",4103329237,"Acute Care Hospitals",TRUE,TRUE,3,"Same as the national average","Same as the national average",NA,"Same as the national average","Above the national average","Same as the national average","Below the national average","Same as the national average","BALTIMORE","Point",-76.61355,39.29255,"301 SAINT PAUL PLACE",21202,"MD",NA,NA,NA,NA,NA,NA,NA
"15",447,"MERCY MEDICAL CENTER INC",210008,"MD","COPD",121,NA,0.9742,18.9796,19.4829,21,"07/01/2014","06/30/2017","301 SAINT PAUL PLACE","BALTIMORE",21202,"BALTIMORE CITY",4103329237,"Acute Care Hospitals",TRUE,TRUE,3,"Same as the national average","Same as the national average",NA,"Same as the national average","Above the national average","Same as the national average","Below the national average","Same as the national average","BALTIMORE","Point",-76.61355,39.29255,"301 SAINT PAUL PLACE",21202,"MD",NA,NA,NA,NA,NA,NA,NA
"16",448,"MERCY MEDICAL CENTER INC",210008,"MD","HF",248,NA,0.8627,18.6916,21.6658,37,"07/01/2014","06/30/2017","301 SAINT PAUL PLACE","BALTIMORE",21202,"BALTIMORE CITY",4103329237,"Acute Care Hospitals",TRUE,TRUE,3,"Same as the national average","Same as the national average",NA,"Same as the national average","Above the national average","Same as the national average","Below the national average","Same as the national average","BALTIMORE","Point",-76.61355,39.29255,"301 SAINT PAUL PLACE",21202,"MD",NA,NA,NA,NA,NA,NA,NA
"17",449,"MERCY MEDICAL CENTER INC",210008,"MD","HIP_KNEE",1436,NA,1.0399,4.3307,4.1644,63,"07/01/2014","06/30/2017","301 SAINT PAUL PLACE","BALTIMORE",21202,"BALTIMORE CITY",4103329237,"Acute Care Hospitals",TRUE,TRUE,3,"Same as the national average","Same as the national average",NA,"Same as the national average","Above the national average","Same as the national average","Below the national average","Same as the national average","BALTIMORE","Point",-76.61355,39.29255,"301 SAINT PAUL PLACE",21202,"MD",NA,NA,NA,NA,NA,NA,NA
"18",450,"MERCY MEDICAL CENTER INC",210008,"MD","PN",163,NA,1.0815,18.543,17.1449,35,"07/01/2014","06/30/2017","301 SAINT PAUL PLACE","BALTIMORE",21202,"BALTIMORE CITY",4103329237,"Acute Care Hospitals",TRUE,TRUE,3,"Same as the national average","Same as the national average",NA,"Same as the national average","Above the national average","Same as the national average","Below the national average","Same as the national average","BALTIMORE","Point",-76.61355,39.29255,"301 SAINT PAUL PLACE",21202,"MD",NA,NA,NA,NA,NA,NA,NA
"19",471,"SSM HEALTH ST FRANCIS HOSPITAL - MARYVILLE",260050,"MO","COPD",NA,"5 - Results are not available for this reporting period.",0.9654,18.0322,18.679,NA,"07/01/2014","06/30/2017","2016 SOUTH MAIN ST","MARYVILLE",64468,"NODAWAY",6605622600,"Acute Care Hospitals",TRUE,TRUE,4,"Same as the national average","Same as the national average",NA,"Above the national average","Above the national average","Same as the national average","Above the national average","Same as the national average","MARYVILLE","Point",-94.874038,40.326053,"2016 SOUTH MAIN ST",64468,"MO",NA,NA,NA,NA,NA,NA,NA
"20",472,"SSM HEALTH ST FRANCIS HOSPITAL - MARYVILLE",260050,"MO","HF",NA,"5 - Results are not available for this reporting period.",0.9707,19.3375,19.9211,NA,"07/01/2014","06/30/2017","2016 SOUTH MAIN ST","MARYVILLE",64468,"NODAWAY",6605622600,"Acute Care Hospitals",TRUE,TRUE,4,"Same as the national average","Same as the national average",NA,"Above the national average","Above the national average","Same as the national average","Above the national average","Same as the national average","MARYVILLE","Point",-94.874038,40.326053,"2016 SOUTH MAIN ST",64468,"MO",NA,NA,NA,NA,NA,NA,NA
"21",473,"SSM HEALTH ST FRANCIS HOSPITAL - MARYVILLE",260050,"MO","HIP_KNEE",NA,"5 - Results are not available for this reporting period.",0.9166,3.4753,3.7916,NA,"07/01/2014","06/30/2017","2016 SOUTH MAIN ST","MARYVILLE",64468,"NODAWAY",6605622600,"Acute Care Hospitals",TRUE,TRUE,4,"Same as the national average","Same as the national average",NA,"Above the national average","Above the national average","Same as the national average","Above the national average","Same as the national average","MARYVILLE","Point",-94.874038,40.326053,"2016 SOUTH MAIN ST",64468,"MO",NA,NA,NA,NA,NA,NA,NA
"22",474,"SSM HEALTH ST FRANCIS HOSPITAL - MARYVILLE",260050,"MO","PN",NA,"5 - Results are not available for this reporting period.",0.9124,13.7945,15.1187,NA,"07/01/2014","06/30/2017","2016 SOUTH MAIN ST","MARYVILLE",64468,"NODAWAY",6605622600,"Acute Care Hospitals",TRUE,TRUE,4,"Same as the national average","Same as the national average",NA,"Above the national average","Above the national average","Same as the national average","Above the national average","Same as the national average","MARYVILLE","Point",-94.874038,40.326053,"2016 SOUTH MAIN ST",64468,"MO",NA,NA,NA,NA,NA,NA,NA
"23",494,"PRESENCE RESURRECTION MEDICAL CENTER",140117,"IL","AMI",766,NA,1.0277,17.659,17.1824,137,"07/01/2014","06/30/2017","7435 W TALCOTT AVENUE","CHICAGO",60631,"COOK",7737748000,"Acute Care Hospitals",TRUE,TRUE,3,"Above the national average","Above the national average",NA,"Below the national average","Below the national average","Same as the national average","Above the national average","Same as the national average","CHICAGO","Point",-87.81257,41.988458,"7435 W TALCOTT AVENUE",60631,"IL",NA,NA,NA,NA,NA,NA,NA
"24",495,"PRESENCE RESURRECTION MEDICAL CENTER",140117,"IL","CABG",138,NA,1.1157,15.3118,13.7239,24,"07/01/2014","06/30/2017","7435 W TALCOTT AVENUE","CHICAGO",60631,"COOK",7737748000,"Acute Care Hospitals",TRUE,TRUE,3,"Above the national average","Above the national average",NA,"Below the national average","Below the national average","Same as the national average","Above the national average","Same as the national average","CHICAGO","Point",-87.81257,41.988458,"7435 W TALCOTT AVENUE",60631,"IL",NA,NA,NA,NA,NA,NA,NA
"25",496,"PRESENCE RESURRECTION MEDICAL CENTER",140117,"IL","COPD",359,NA,1.0402,21.4318,20.6041,80,"07/01/2014","06/30/2017","7435 W TALCOTT AVENUE","CHICAGO",60631,"COOK",7737748000,"Acute Care Hospitals",TRUE,TRUE,3,"Above the national average","Above the national average",NA,"Below the national average","Below the national average","Same as the national average","Above the national average","Same as the national average","CHICAGO","Point",-87.81257,41.988458,"7435 W TALCOTT AVENUE",60631,"IL",NA,NA,NA,NA,NA,NA,NA
"26",497,"PRESENCE RESURRECTION MEDICAL CENTER",140117,"IL","HF",963,NA,1.1019,23.331,21.1742,231,"07/01/2014","06/30/2017","7435 W TALCOTT AVENUE","CHICAGO",60631,"COOK",7737748000,"Acute Care Hospitals",TRUE,TRUE,3,"Above the national average","Above the national average",NA,"Below the national average","Below the national average","Same as the national average","Above the national average","Same as the national average","CHICAGO","Point",-87.81257,41.988458,"7435 W TALCOTT AVENUE",60631,"IL",NA,NA,NA,NA,NA,NA,NA
"27",498,"PRESENCE RESURRECTION MEDICAL CENTER",140117,"IL","HIP_KNEE",401,NA,0.9037,4.0115,4.4391,14,"07/01/2014","06/30/2017","7435 W TALCOTT AVENUE","CHICAGO",60631,"COOK",7737748000,"Acute Care Hospitals",TRUE,TRUE,3,"Above the national average","Above the national average",NA,"Below the national average","Below the national average","Same as the national average","Above the national average","Same as the national average","CHICAGO","Point",-87.81257,41.988458,"7435 W TALCOTT AVENUE",60631,"IL",NA,NA,NA,NA,NA,NA,NA
"28",499,"PRESENCE RESURRECTION MEDICAL CENTER",140117,"IL","PN",796,NA,0.8927,14.4098,16.1426,108,"07/01/2014","06/30/2017","7435 W TALCOTT AVENUE","CHICAGO",60631,"COOK",7737748000,"Acute Care Hospitals",TRUE,TRUE,3,"Above the national average","Above the national average",NA,"Below the national average","Below the national average","Same as the national average","Above the national average","Same as the national average","CHICAGO","Point",-87.81257,41.988458,"7435 W TALCOTT AVENUE",60631,"IL",NA,NA,NA,NA,NA,NA,NA
"29",638,"GRANT MEDICAL CENTER",360017,"OH","AMI",120,NA,1.1218,15.7932,14.0779,26,"07/01/2014","06/30/2017","111 SOUTH GRANT AVENUE","COLUMBUS",43215,"FRANKLIN",6145669000,"Acute Care Hospitals",TRUE,NA,2,"Same as the national average","Below the national average",NA,"Below the national average","Same as the national average","Below the national average","Below the national average","Above the national average","COLUMBUS","Point",-82.990621,39.960866,"111 SOUTH GRANT AVENUE",43215,"OH",NA,NA,NA,NA,NA,NA,NA
"30",639,"GRANT MEDICAL CENTER",360017,"OH","CABG",NA,"5 - Results are not available for this reporting period.",1.0783,12.8918,11.9562,NA,"07/01/2014","06/30/2017","111 SOUTH GRANT AVENUE","COLUMBUS",43215,"FRANKLIN",6145669000,"Acute Care Hospitals",TRUE,NA,2,"Same as the national average","Below the national average",NA,"Below the national average","Same as the national average","Below the national average","Below the national average","Above the national average","COLUMBUS","Point",-82.990621,39.960866,"111 SOUTH GRANT AVENUE",43215,"OH",NA,NA,NA,NA,NA,NA,NA
"31",640,"GRANT MEDICAL CENTER",360017,"OH","COPD",225,NA,1.003,20.3408,20.2789,46,"07/01/2014","06/30/2017","111 SOUTH GRANT AVENUE","COLUMBUS",43215,"FRANKLIN",6145669000,"Acute Care Hospitals",TRUE,NA,2,"Same as the national average","Below the national average",NA,"Below the national average","Same as the national average","Below the national average","Below the national average","Above the national average","COLUMBUS","Point",-82.990621,39.960866,"111 SOUTH GRANT AVENUE",43215,"OH",NA,NA,NA,NA,NA,NA,NA
"32",641,"GRANT MEDICAL CENTER",360017,"OH","HF",360,NA,0.9908,22.6692,22.8805,81,"07/01/2014","06/30/2017","111 SOUTH GRANT AVENUE","COLUMBUS",43215,"FRANKLIN",6145669000,"Acute Care Hospitals",TRUE,NA,2,"Same as the national average","Below the national average",NA,"Below the national average","Same as the national average","Below the national average","Below the national average","Above the national average","COLUMBUS","Point",-82.990621,39.960866,"111 SOUTH GRANT AVENUE",43215,"OH",NA,NA,NA,NA,NA,NA,NA
"33",642,"GRANT MEDICAL CENTER",360017,"OH","HIP_KNEE",NA,"5 - Results are not available for this reporting period.",0.8478,3.9788,4.693,NA,"07/01/2014","06/30/2017","111 SOUTH GRANT AVENUE","COLUMBUS",43215,"FRANKLIN",6145669000,"Acute Care Hospitals",TRUE,NA,2,"Same as the national average","Below the national average",NA,"Below the national average","Same as the national average","Below the national average","Below the national average","Above the national average","COLUMBUS","Point",-82.990621,39.960866,"111 SOUTH GRANT AVENUE",43215,"OH",NA,NA,NA,NA,NA,NA,NA
"34",643,"GRANT MEDICAL CENTER",360017,"OH","PN",232,NA,1.1109,19.6147,17.6564,52,"07/01/2014","06/30/2017","111 SOUTH GRANT AVENUE","COLUMBUS",43215,"FRANKLIN",6145669000,"Acute Care Hospitals",TRUE,NA,2,"Same as the national average","Below the national average",NA,"Below the national average","Same as the national average","Below the national average","Below the national average","Above the national average","COLUMBUS","Point",-82.990621,39.960866,"111 SOUTH GRANT AVENUE",43215,"OH",NA,NA,NA,NA,NA,NA,NA
"35",1063,"ASCENSION COLUMBIA ST MARY'S HOSPITAL OZAUKEE",520027,"WI","AMI",164,NA,0.9877,14.4795,14.6596,23,"07/01/2014","06/30/2017","13111 N PORT WASHINGTON RD","MEQUON",53097,"OZAUKEE",4145851374,"Acute Care Hospitals",TRUE,TRUE,4,"Same as the national average","Below the national average",NA,"Above the national average","Same as the national average","Same as the national average","Above the national average","Same as the national average","MEQUON","Point",-87.92415,43.25618,"13111 N PORT WASHINGTON RD",53097,"WI",NA,NA,NA,NA,NA,NA,NA
"36",1064,"ASCENSION COLUMBIA ST MARY'S HOSPITAL OZAUKEE",520027,"WI","CABG",NA,"5 - Results are not available for this reporting period.",1.0068,12.9497,12.8628,NA,"07/01/2014","06/30/2017","13111 N PORT WASHINGTON RD","MEQUON",53097,"OZAUKEE",4145851374,"Acute Care Hospitals",TRUE,TRUE,4,"Same as the national average","Below the national average",NA,"Above the national average","Same as the national average","Same as the national average","Above the national average","Same as the national average","MEQUON","Point",-87.92415,43.25618,"13111 N PORT WASHINGTON RD",53097,"WI",NA,NA,NA,NA,NA,NA,NA
"37",1065,"ASCENSION COLUMBIA ST MARY'S HOSPITAL OZAUKEE",520027,"WI","COPD",161,NA,0.9411,17.6942,18.8025,24,"07/01/2014","06/30/2017","13111 N PORT WASHINGTON RD","MEQUON",53097,"OZAUKEE",4145851374,"Acute Care Hospitals",TRUE,TRUE,4,"Same as the national average","Below the national average",NA,"Above the national average","Same as the national average","Same as the national average","Above the national average","Same as the national average","MEQUON","Point",-87.92415,43.25618,"13111 N PORT WASHINGTON RD",53097,"WI",NA,NA,NA,NA,NA,NA,NA
"38",1066,"ASCENSION COLUMBIA ST MARY'S HOSPITAL OZAUKEE",520027,"WI","HF",356,NA,0.9191,18.6117,20.2508,61,"07/01/2014","06/30/2017","13111 N PORT WASHINGTON RD","MEQUON",53097,"OZAUKEE",4145851374,"Acute Care Hospitals",TRUE,TRUE,4,"Same as the national average","Below the national average",NA,"Above the national average","Same as the national average","Same as the national average","Above the national average","Same as the national average","MEQUON","Point",-87.92415,43.25618,"13111 N PORT WASHINGTON RD",53097,"WI",NA,NA,NA,NA,NA,NA,NA
"39",1067,"ASCENSION COLUMBIA ST MARY'S HOSPITAL OZAUKEE",520027,"WI","HIP_KNEE",NA,"5 - Results are not available for this reporting period.",1.0202,5.0587,4.9583,NA,"07/01/2014","06/30/2017","13111 N PORT WASHINGTON RD","MEQUON",53097,"OZAUKEE",4145851374,"Acute Care Hospitals",TRUE,TRUE,4,"Same as the national average","Below the national average",NA,"Above the national average","Same as the national average","Same as the national average","Above the national average","Same as the national average","MEQUON","Point",-87.92415,43.25618,"13111 N PORT WASHINGTON RD",53097,"WI",NA,NA,NA,NA,NA,NA,NA
"40",1068,"ASCENSION COLUMBIA ST MARY'S HOSPITAL OZAUKEE",520027,"WI","PN",337,NA,0.8653,13.7718,15.9153,38,"07/01/2014","06/30/2017","13111 N PORT WASHINGTON RD","MEQUON",53097,"OZAUKEE",4145851374,"Acute Care Hospitals",TRUE,TRUE,4,"Same as the national average","Below the national average",NA,"Above the national average","Same as the national average","Same as the national average","Above the national average","Same as the national average","MEQUON","Point",-87.92415,43.25618,"13111 N PORT WASHINGTON RD",53097,"WI",NA,NA,NA,NA,NA,NA,NA
"41",1075,"MERCY REGIONAL MEDICAL CENTER",60013,"CO","AMI",134,NA,0.9594,11.5143,12.0012,13,"07/01/2014","06/30/2017","1010 THREE SPRINGS BLVD","DURANGO",81301,"LA PLATA",9702474311,"Acute Care Hospitals",TRUE,TRUE,5,"Same as the national average","Above the national average",NA,"Above the national average","Above the national average","Same as the national average","Same as the national average","Same as the national average","DURANGO","Point",-107.824841,37.235054,"1010 THREE SPRINGS BLVD",81301,"CO",NA,NA,NA,NA,NA,NA,NA
"42",1077,"MERCY REGIONAL MEDICAL CENTER",60013,"CO","COPD",NA,"5 - Results are not available for this reporting period.",0.8894,18.5244,20.8283,NA,"07/01/2014","06/30/2017","1010 THREE SPRINGS BLVD","DURANGO",81301,"LA PLATA",9702474311,"Acute Care Hospitals",TRUE,TRUE,5,"Same as the national average","Above the national average",NA,"Above the national average","Above the national average","Same as the national average","Same as the national average","Same as the national average","DURANGO","Point",-107.824841,37.235054,"1010 THREE SPRINGS BLVD",81301,"CO",NA,NA,NA,NA,NA,NA,NA
"43",1078,"MERCY REGIONAL MEDICAL CENTER",60013,"CO","HF",117,NA,0.8862,17.5015,19.7492,13,"07/01/2014","06/30/2017","1010 THREE SPRINGS BLVD","DURANGO",81301,"LA PLATA",9702474311,"Acute Care Hospitals",TRUE,TRUE,5,"Same as the national average","Above the national average",NA,"Above the national average","Above the national average","Same as the national average","Same as the national average","Same as the national average","DURANGO","Point",-107.824841,37.235054,"1010 THREE SPRINGS BLVD",81301,"CO",NA,NA,NA,NA,NA,NA,NA
"44",1079,"MERCY REGIONAL MEDICAL CENTER",60013,"CO","HIP_KNEE",NA,"5 - Results are not available for this reporting period.",0.8089,3.2682,4.0401,NA,"07/01/2014","06/30/2017","1010 THREE SPRINGS BLVD","DURANGO",81301,"LA PLATA",9702474311,"Acute Care Hospitals",TRUE,TRUE,5,"Same as the national average","Above the national average",NA,"Above the national average","Above the national average","Same as the national average","Same as the national average","Same as the national average","DURANGO","Point",-107.824841,37.235054,"1010 THREE SPRINGS BLVD",81301,"CO",NA,NA,NA,NA,NA,NA,NA
"45",1080,"MERCY REGIONAL MEDICAL CENTER",60013,"CO","PN",193,NA,0.8728,13.9748,16.0112,19,"07/01/2014","06/30/2017","1010 THREE SPRINGS BLVD","DURANGO",81301,"LA PLATA",9702474311,"Acute Care Hospitals",TRUE,TRUE,5,"Same as the national average","Above the national average",NA,"Above the national average","Above the national average","Same as the national average","Same as the national average","Same as the national average","DURANGO","Point",-107.824841,37.235054,"1010 THREE SPRINGS BLVD",81301,"CO",NA,NA,NA,NA,NA,NA,NA
"46",1099,"ST VINCENT'S MEDICAL CENTER",70028,"CT","AMI",346,NA,1.0775,15.4434,14.3327,58,"07/01/2014","06/30/2017","2800 MAIN ST","BRIDGEPORT",6606,"FAIRFIELD",2035765551,"Acute Care Hospitals",TRUE,TRUE,1,"Same as the national average","Below the national average",NA,"Below the national average","Below the national average","Same as the national average","Below the national average","Same as the national average","BRIDGEPORT","Point",-73.202486,41.200083,"2800 MAIN ST",6606,"CT",NA,NA,NA,NA,NA,NA,NA
"47",1100,"ST VINCENT'S MEDICAL CENTER",70028,"CT","CABG",83,NA,1.2273,15.2857,12.4544,18,"07/01/2014","06/30/2017","2800 MAIN ST","BRIDGEPORT",6606,"FAIRFIELD",2035765551,"Acute Care Hospitals",TRUE,TRUE,1,"Same as the national average","Below the national average",NA,"Below the national average","Below the national average","Same as the national average","Below the national average","Same as the national average","BRIDGEPORT","Point",-73.202486,41.200083,"2800 MAIN ST",6606,"CT",NA,NA,NA,NA,NA,NA,NA
"48",1101,"ST VINCENT'S MEDICAL CENTER",70028,"CT","COPD",365,NA,0.914,17.1652,18.7802,56,"07/01/2014","06/30/2017","2800 MAIN ST","BRIDGEPORT",6606,"FAIRFIELD",2035765551,"Acute Care Hospitals",TRUE,TRUE,1,"Same as the national average","Below the national average",NA,"Below the national average","Below the national average","Same as the national average","Below the national average","Same as the national average","BRIDGEPORT","Point",-73.202486,41.200083,"2800 MAIN ST",6606,"CT",NA,NA,NA,NA,NA,NA,NA
"49",1102,"ST VINCENT'S MEDICAL CENTER",70028,"CT","HF",609,NA,0.9624,19.9387,20.7182,119,"07/01/2014","06/30/2017","2800 MAIN ST","BRIDGEPORT",6606,"FAIRFIELD",2035765551,"Acute Care Hospitals",TRUE,TRUE,1,"Same as the national average","Below the national average",NA,"Below the national average","Below the national average","Same as the national average","Below the national average","Same as the national average","BRIDGEPORT","Point",-73.202486,41.200083,"2800 MAIN ST",6606,"CT",NA,NA,NA,NA,NA,NA,NA
