"","X","hospital_name","provider_id","state","measure_name","number_of_discharges","footnote","excess_readmission_ratio","predicted_readmission_rate","expected_readmission_rate","number_of_readmissions","start_date","end_date","address","city","zip_code","county_name","phone_number","hospital_type","emergency_services","meets_criteria_for_meaningful_use_of_ehrs","hospital_overall_rating","mortality_national_comparison","safety_of_care_national_comparison","safety_of_care_national_comparison_footnote","readmission_national_comparison","patient_experience_national_comparison","effectiveness_of_care_national_comparison","timeliness_of_care_national_comparison","efficient_use_of_medical_imaging_national_comparison","location_city","location.type","long","lat","location_address","location_zip","location_state","hospital_overall_rating_footnote","mortality_national_comparison_footnote","readmission_national_comparison_footnote","patient_experience_national_comparison_footnote","efficient_use_of_medical_imaging_national_comparison_footnote","timeliness_of_care_national_comparison_footnote","effectiveness_of_care_national_comparison_footnote"
"11",26,"PENNSYLVANIA HOSPITAL",390226,"PA","CABG",NA,"5 - Results are not available for this reporting period.",0.9176,11.2163,12.2229,NA,"07/01/2014","06/30/2017","800 SPRUCE STREET","PHILADELPHIA",19107,"PHILADELPHIA",2158293000,"Acute Care Hospitals",TRUE,TRUE,2,"Same as the national average","Below the national average",NA,"Below the national average","Above the national average","Below the national average","Below the national average","Same as the national average","PHILADELPHIA","Point",-75.155881,39.945872,"800 SPRUCE STREET",19107,"PA",NA,NA,NA,NA,NA,NA,NA
"12",27,"PENNSYLVANIA HOSPITAL",390226,"PA","COPD",123,NA,1.0136,19.4899,19.2287,25,"07/01/2014","06/30/2017","800 SPRUCE STREET","PHILADELPHIA",19107,"PHILADELPHIA",2158293000,"Acute Care Hospitals",TRUE,TRUE,2,"Same as the national average","Below the national average",NA,"Below the national average","Above the national average","Below the national average","Below the national average","Same as the national average","PHILADELPHIA","Point",-75.155881,39.945872,"800 SPRUCE STREET",19107,"PA",NA,NA,NA,NA,NA,NA,NA
"13",28,"PENNSYLVANIA HOSPITAL",390226,"PA","HF",392,NA,0.9946,21.7721,21.89,85,"07/01/2014","06/30/2017","800 SPRUCE STREET","PHILADELPHIA",19107,"PHILADELPHIA",2158293000,"Acute Care Hospitals",TRUE,TRUE,2,"Same as the national average","Below the national average",NA,"Below the national average","Above the national average","Below the national average","Below the national average","Same as the national average","PHILADELPHIA","Point",-75.155881,39.945872,"800 SPRUCE STREET",19107,"PA",NA,NA,NA,NA,NA,NA,NA
"14",29,"PENNSYLVANIA HOSPITAL",390226,"PA","HIP_KNEE",637,NA,1.1961,5.531,4.6242,39,"07/01/2014","06/30/2017","800 SPRUCE STREET","PHILADELPHIA",19107,"PHILADELPHIA",2158293000,"Acute Care Hospitals",TRUE,TRUE,2,"Same as the national average","Below the national average",NA,"Below the national average","Above the national average","Below the national average","Below the national average","Same as the national average","PHILADELPHIA","Point",-75.155881,39.945872,"800 SPRUCE STREET",19107,"PA",NA,NA,NA,NA,NA,NA,NA
"15",30,"PENNSYLVANIA HOSPITAL",390226,"PA","PN",253,NA,0.9251,15.2649,16.5011,34,"07/01/2014","06/30/2017","800 SPRUCE STREET","PHILADELPHIA",19107,"PHILADELPHIA",2158293000,"Acute Care Hospitals",TRUE,TRUE,2,"Same as the national average","Below the national average",NA,"Below the national average","Above the national average","Below the national average","Below the national average","Same as the national average","PHILADELPHIA","Point",-75.155881,39.945872,"800 SPRUCE STREET",19107,"PA",NA,NA,NA,NA,NA,NA,NA
"16",33,"HILL REGIONAL HOSPITAL",450192,"TX","COPD",98,NA,0.9843,16.4745,16.7374,15,"07/01/2014","06/30/2017","101 CIRCLE DRIVE","HILLSBORO",76645,"HILL",2545808500,"Acute Care Hospitals",TRUE,TRUE,3,"Same as the national average",NA,"Results are not available for this reporting period.","Same as the national average","Same as the national average","Same as the national average","Above the national average",NA,"HILLSBORO","Point",-97.099153,32.011912,"101 CIRCLE DRIVE",76645,"TX",NA,NA,NA,NA,"Results are not available for this reporting period.",NA,NA
"17",34,"HILL REGIONAL HOSPITAL",450192,"TX","HF",66,NA,1.0198,20.8312,20.4274,15,"07/01/2014","06/30/2017","101 CIRCLE DRIVE","HILLSBORO",76645,"HILL",2545808500,"Acute Care Hospitals",TRUE,TRUE,3,"Same as the national average",NA,"Results are not available for this reporting period.","Same as the national average","Same as the national average","Same as the national average","Above the national average",NA,"HILLSBORO","Point",-97.099153,32.011912,"101 CIRCLE DRIVE",76645,"TX",NA,NA,NA,NA,"Results are not available for this reporting period.",NA,NA
"18",36,"HILL REGIONAL HOSPITAL",450192,"TX","PN",135,NA,0.9846,13.9943,14.2138,18,"07/01/2014","06/30/2017","101 CIRCLE DRIVE","HILLSBORO",76645,"HILL",2545808500,"Acute Care Hospitals",TRUE,TRUE,3,"Same as the national average",NA,"Results are not available for this reporting period.","Same as the national average","Same as the national average","Same as the national average","Above the national average",NA,"HILLSBORO","Point",-97.099153,32.011912,"101 CIRCLE DRIVE",76645,"TX",NA,NA,NA,NA,"Results are not available for this reporting period.",NA,NA
"19",37,"BANNER HEART HOSPITAL",30105,"AZ","AMI",773,NA,0.883,12.0814,13.6819,86,"07/01/2014","06/30/2017","6750 EAST BAYWOOD AVENUE","MESA",85206,"MARICOPA",4808545050,"Acute Care Hospitals",FALSE,TRUE,4,"Above the national average","Below the national average",NA,"Above the national average","Above the national average",NA,NA,NA,"MESA","Point",-111.685273,33.410378,"6750 EAST BAYWOOD AVENUE",85206,"AZ",NA,NA,NA,NA,"There are too few measures or measure groups reported to calculate a star rating or measure group score.","There are too few measures or measure groups reported to calculate a star rating or measure group score.","Results are not available for this reporting period."
"20",38,"BANNER HEART HOSPITAL",30105,"AZ","CABG",271,NA,0.975,12.0451,12.3539,32,"07/01/2014","06/30/2017","6750 EAST BAYWOOD AVENUE","MESA",85206,"MARICOPA",4808545050,"Acute Care Hospitals",FALSE,TRUE,4,"Above the national average","Below the national average",NA,"Above the national average","Above the national average",NA,NA,NA,"MESA","Point",-111.685273,33.410378,"6750 EAST BAYWOOD AVENUE",85206,"AZ",NA,NA,NA,NA,"There are too few measures or measure groups reported to calculate a star rating or measure group score.","There are too few measures or measure groups reported to calculate a star rating or measure group score.","Results are not available for this reporting period."
"21",39,"BANNER HEART HOSPITAL",30105,"AZ","COPD",NA,"5 - Results are not available for this reporting period.",0.9691,20.6457,21.305,NA,"07/01/2014","06/30/2017","6750 EAST BAYWOOD AVENUE","MESA",85206,"MARICOPA",4808545050,"Acute Care Hospitals",FALSE,TRUE,4,"Above the national average","Below the national average",NA,"Above the national average","Above the national average",NA,NA,NA,"MESA","Point",-111.685273,33.410378,"6750 EAST BAYWOOD AVENUE",85206,"AZ",NA,NA,NA,NA,"There are too few measures or measure groups reported to calculate a star rating or measure group score.","There are too few measures or measure groups reported to calculate a star rating or measure group score.","Results are not available for this reporting period."
"22",40,"BANNER HEART HOSPITAL",30105,"AZ","HF",593,NA,0.8528,17.5214,20.5455,94,"07/01/2014","06/30/2017","6750 EAST BAYWOOD AVENUE","MESA",85206,"MARICOPA",4808545050,"Acute Care Hospitals",FALSE,TRUE,4,"Above the national average","Below the national average",NA,"Above the national average","Above the national average",NA,NA,NA,"MESA","Point",-111.685273,33.410378,"6750 EAST BAYWOOD AVENUE",85206,"AZ",NA,NA,NA,NA,"There are too few measures or measure groups reported to calculate a star rating or measure group score.","There are too few measures or measure groups reported to calculate a star rating or measure group score.","Results are not available for this reporting period."
"23",42,"BANNER HEART HOSPITAL",30105,"AZ","PN",51,NA,1.0341,19.4515,18.8102,12,"07/01/2014","06/30/2017","6750 EAST BAYWOOD AVENUE","MESA",85206,"MARICOPA",4808545050,"Acute Care Hospitals",FALSE,TRUE,4,"Above the national average","Below the national average",NA,"Above the national average","Above the national average",NA,NA,NA,"MESA","Point",-111.685273,33.410378,"6750 EAST BAYWOOD AVENUE",85206,"AZ",NA,NA,NA,NA,"There are too few measures or measure groups reported to calculate a star rating or measure group score.","There are too few measures or measure groups reported to calculate a star rating or measure group score.","Results are not available for this reporting period."
"24",49,"HACKENSACK UNIVERSITY MEDICAL CENTER",310001,"NJ","AMI",827,NA,1.0084,17.1066,16.9645,142,"07/01/2014","06/30/2017","30 PROSPECT AVE","HACKENSACK",7601,"BERGEN",5519962000,"Acute Care Hospitals",TRUE,TRUE,3,"Above the national average","Below the national average",NA,"Below the national average","Same as the national average","Below the national average","Below the national average","Above the national average","HACKENSACK","Point",-74.057954,40.884032,"30 PROSPECT AVE",7601,"NJ",NA,NA,NA,NA,NA,NA,NA
"25",50,"HACKENSACK UNIVERSITY MEDICAL CENTER",310001,"NJ","CABG",245,NA,0.8342,10.8554,13.0129,22,"07/01/2014","06/30/2017","30 PROSPECT AVE","HACKENSACK",7601,"BERGEN",5519962000,"Acute Care Hospitals",TRUE,TRUE,3,"Above the national average","Below the national average",NA,"Below the national average","Same as the national average","Below the national average","Below the national average","Above the national average","HACKENSACK","Point",-74.057954,40.884032,"30 PROSPECT AVE",7601,"NJ",NA,NA,NA,NA,NA,NA,NA
"26",51,"HACKENSACK UNIVERSITY MEDICAL CENTER",310001,"NJ","COPD",673,NA,1.1,22.8086,20.7343,161,"07/01/2014","06/30/2017","30 PROSPECT AVE","HACKENSACK",7601,"BERGEN",5519962000,"Acute Care Hospitals",TRUE,TRUE,3,"Above the national average","Below the national average",NA,"Below the national average","Same as the national average","Below the national average","Below the national average","Above the national average","HACKENSACK","Point",-74.057954,40.884032,"30 PROSPECT AVE",7601,"NJ",NA,NA,NA,NA,NA,NA,NA
"27",52,"HACKENSACK UNIVERSITY MEDICAL CENTER",310001,"NJ","HF",1387,NA,1.025,23.2425,22.6753,324,"07/01/2014","06/30/2017","30 PROSPECT AVE","HACKENSACK",7601,"BERGEN",5519962000,"Acute Care Hospitals",TRUE,TRUE,3,"Above the national average","Below the national average",NA,"Below the national average","Same as the national average","Below the national average","Below the national average","Above the national average","HACKENSACK","Point",-74.057954,40.884032,"30 PROSPECT AVE",7601,"NJ",NA,NA,NA,NA,NA,NA,NA
"28",53,"HACKENSACK UNIVERSITY MEDICAL CENTER",310001,"NJ","HIP_KNEE",1948,NA,0.9109,3.846,4.222,73,"07/01/2014","06/30/2017","30 PROSPECT AVE","HACKENSACK",7601,"BERGEN",5519962000,"Acute Care Hospitals",TRUE,TRUE,3,"Above the national average","Below the national average",NA,"Below the national average","Same as the national average","Below the national average","Below the national average","Above the national average","HACKENSACK","Point",-74.057954,40.884032,"30 PROSPECT AVE",7601,"NJ",NA,NA,NA,NA,NA,NA,NA
"29",54,"HACKENSACK UNIVERSITY MEDICAL CENTER",310001,"NJ","PN",1386,NA,1.1105,19.8766,17.8991,282,"07/01/2014","06/30/2017","30 PROSPECT AVE","HACKENSACK",7601,"BERGEN",5519962000,"Acute Care Hospitals",TRUE,TRUE,3,"Above the national average","Below the national average",NA,"Below the national average","Same as the national average","Below the national average","Below the national average","Above the national average","HACKENSACK","Point",-74.057954,40.884032,"30 PROSPECT AVE",7601,"NJ",NA,NA,NA,NA,NA,NA,NA
"30",81,"PARKVIEW NOBLE HOSPITAL",150146,"IN","COPD",188,NA,0.9228,17.5546,19.024,27,"07/01/2014","06/30/2017","401 SAWYER RD","KENDALLVILLE",46755,"NOBLE",2603478700,"Acute Care Hospitals",TRUE,TRUE,4,"Same as the national average","Same as the national average",NA,"Same as the national average","Above the national average","Same as the national average","Above the national average","Same as the national average","KENDALLVILLE","Point",-85.29478,41.448459,"401 SAWYER RD",46755,"IN",NA,NA,NA,NA,NA,NA,NA
"31",82,"PARKVIEW NOBLE HOSPITAL",150146,"IN","HF",86,NA,1.0125,21.1685,20.908,19,"07/01/2014","06/30/2017","401 SAWYER RD","KENDALLVILLE",46755,"NOBLE",2603478700,"Acute Care Hospitals",TRUE,TRUE,4,"Same as the national average","Same as the national average",NA,"Same as the national average","Above the national average","Same as the national average","Above the national average","Same as the national average","KENDALLVILLE","Point",-85.29478,41.448459,"401 SAWYER RD",46755,"IN",NA,NA,NA,NA,NA,NA,NA
"32",83,"PARKVIEW NOBLE HOSPITAL",150146,"IN","HIP_KNEE",NA,"5 - Results are not available for this reporting period.",0.9713,4.5608,4.6954,NA,"07/01/2014","06/30/2017","401 SAWYER RD","KENDALLVILLE",46755,"NOBLE",2603478700,"Acute Care Hospitals",TRUE,TRUE,4,"Same as the national average","Same as the national average",NA,"Same as the national average","Above the national average","Same as the national average","Above the national average","Same as the national average","KENDALLVILLE","Point",-85.29478,41.448459,"401 SAWYER RD",46755,"IN",NA,NA,NA,NA,NA,NA,NA
"33",84,"PARKVIEW NOBLE HOSPITAL",150146,"IN","PN",166,NA,0.9185,13.8057,15.0311,18,"07/01/2014","06/30/2017","401 SAWYER RD","KENDALLVILLE",46755,"NOBLE",2603478700,"Acute Care Hospitals",TRUE,TRUE,4,"Same as the national average","Same as the national average",NA,"Same as the national average","Above the national average","Same as the national average","Above the national average","Same as the national average","KENDALLVILLE","Point",-85.29478,41.448459,"401 SAWYER RD",46755,"IN",NA,NA,NA,NA,NA,NA,NA
"34",85,"NORTHERN DUTCHESS HOSPITAL",330049,"NY","AMI",NA,"5 - Results are not available for this reporting period.",1.0292,14.8725,14.4501,NA,"07/01/2014","06/30/2017","6511 SPRINGBROOK AVENUE","RHINEBECK",12572,"DUTCHESS",8458713391,"Acute Care Hospitals",TRUE,TRUE,4,"Same as the national average","Above the national average",NA,"Above the national average","Above the national average","Same as the national average","Above the national average","Same as the national average","RHINEBECK",NA,NA,NA,"6511 SPRINGBROOK AVENUE",12572,"NY",NA,NA,NA,NA,NA,NA,NA
"35",87,"NORTHERN DUTCHESS HOSPITAL",330049,"NY","COPD",149,NA,1.0485,17.8021,16.978,30,"07/01/2014","06/30/2017","6511 SPRINGBROOK AVENUE","RHINEBECK",12572,"DUTCHESS",8458713391,"Acute Care Hospitals",TRUE,TRUE,4,"Same as the national average","Above the national average",NA,"Above the national average","Above the national average","Same as the national average","Above the national average","Same as the national average","RHINEBECK",NA,NA,NA,"6511 SPRINGBROOK AVENUE",12572,"NY",NA,NA,NA,NA,NA,NA,NA
"36",88,"NORTHERN DUTCHESS HOSPITAL",330049,"NY","HF",197,NA,1.0227,20.5967,20.1397,42,"07/01/2014","06/30/2017","6511 SPRINGBROOK AVENUE","RHINEBECK",12572,"DUTCHESS",8458713391,"Acute Care Hospitals",TRUE,TRUE,4,"Same as the national average","Above the national average",NA,"Above the national average","Above the national average","Same as the national average","Above the national average","Same as the national average","RHINEBECK",NA,NA,NA,"6511 SPRINGBROOK AVENUE",12572,"NY",NA,NA,NA,NA,NA,NA,NA
"37",89,"NORTHERN DUTCHESS HOSPITAL",330049,"NY","HIP_KNEE",644,NA,0.9978,4.1995,4.2087,27,"07/01/2014","06/30/2017","6511 SPRINGBROOK AVENUE","RHINEBECK",12572,"DUTCHESS",8458713391,"Acute Care Hospitals",TRUE,TRUE,4,"Same as the national average","Above the national average",NA,"Above the national average","Above the national average","Same as the national average","Above the national average","Same as the national average","RHINEBECK",NA,NA,NA,"6511 SPRINGBROOK AVENUE",12572,"NY",NA,NA,NA,NA,NA,NA,NA
"38",90,"NORTHERN DUTCHESS HOSPITAL",330049,"NY","PN",332,NA,0.9938,14.5669,14.6576,48,"07/01/2014","06/30/2017","6511 SPRINGBROOK AVENUE","RHINEBECK",12572,"DUTCHESS",8458713391,"Acute Care Hospitals",TRUE,TRUE,4,"Same as the national average","Above the national average",NA,"Above the national average","Above the national average","Same as the national average","Above the national average","Same as the national average","RHINEBECK",NA,NA,NA,"6511 SPRINGBROOK AVENUE",12572,"NY",NA,NA,NA,NA,NA,NA,NA
"39",93,"LUTHERAN HOSPITAL",360087,"OH","COPD",123,NA,0.9639,18.5146,19.2082,20,"07/01/2014","06/30/2017","1730 WEST 25TH STREET","CLEVELAND",44113,"CUYAHOGA",2166964300,"Acute Care Hospitals",TRUE,TRUE,5,"Same as the national average","Above the national average",NA,"Same as the national average","Above the national average","Same as the national average","Same as the national average","Same as the national average","CLEVELAND","Point",-81.705834,41.487243,"1730 WEST 25TH STREET",44113,"OH",NA,NA,NA,NA,NA,NA,NA
"40",94,"LUTHERAN HOSPITAL",360087,"OH","HF",65,NA,1.0591,23.4346,22.1258,19,"07/01/2014","06/30/2017","1730 WEST 25TH STREET","CLEVELAND",44113,"CUYAHOGA",2166964300,"Acute Care Hospitals",TRUE,TRUE,5,"Same as the national average","Above the national average",NA,"Same as the national average","Above the national average","Same as the national average","Same as the national average","Same as the national average","CLEVELAND","Point",-81.705834,41.487243,"1730 WEST 25TH STREET",44113,"OH",NA,NA,NA,NA,NA,NA,NA
"41",95,"LUTHERAN HOSPITAL",360087,"OH","HIP_KNEE",611,NA,0.8971,3.3081,3.6875,18,"07/01/2014","06/30/2017","1730 WEST 25TH STREET","CLEVELAND",44113,"CUYAHOGA",2166964300,"Acute Care Hospitals",TRUE,TRUE,5,"Same as the national average","Above the national average",NA,"Same as the national average","Above the national average","Same as the national average","Same as the national average","Same as the national average","CLEVELAND","Point",-81.705834,41.487243,"1730 WEST 25TH STREET",44113,"OH",NA,NA,NA,NA,NA,NA,NA
"42",96,"LUTHERAN HOSPITAL",360087,"OH","PN",74,NA,1.0128,16.5305,16.3212,13,"07/01/2014","06/30/2017","1730 WEST 25TH STREET","CLEVELAND",44113,"CUYAHOGA",2166964300,"Acute Care Hospitals",TRUE,TRUE,5,"Same as the national average","Above the national average",NA,"Same as the national average","Above the national average","Same as the national average","Same as the national average","Same as the national average","CLEVELAND","Point",-81.705834,41.487243,"1730 WEST 25TH STREET",44113,"OH",NA,NA,NA,NA,NA,NA,NA
"43",115,"WEST JEFFERSON MEDICAL CENTER",190039,"LA","AMI",129,NA,1.1116,18.096,16.279,30,"07/01/2014","06/30/2017","1101 MEDICAL CENTER BLVD","MARRERO",70072,"JEFFERSON",5043475511,"Acute Care Hospitals",TRUE,TRUE,3,"Same as the national average","Above the national average",NA,"Above the national average","Same as the national average","Same as the national average","Below the national average","Same as the national average","MARRERO","Point",-90.095886,29.891749,"1101 MEDICAL CENTER BLVD",70072,"LA",NA,NA,NA,NA,NA,NA,NA
"44",117,"WEST JEFFERSON MEDICAL CENTER",190039,"LA","COPD",173,NA,0.88,18.275,20.7668,22,"07/01/2014","06/30/2017","1101 MEDICAL CENTER BLVD","MARRERO",70072,"JEFFERSON",5043475511,"Acute Care Hospitals",TRUE,TRUE,3,"Same as the national average","Above the national average",NA,"Above the national average","Same as the national average","Same as the national average","Below the national average","Same as the national average","MARRERO","Point",-90.095886,29.891749,"1101 MEDICAL CENTER BLVD",70072,"LA",NA,NA,NA,NA,NA,NA,NA
"45",118,"WEST JEFFERSON MEDICAL CENTER",190039,"LA","HF",353,NA,0.9442,21.7377,23.0212,73,"07/01/2014","06/30/2017","1101 MEDICAL CENTER BLVD","MARRERO",70072,"JEFFERSON",5043475511,"Acute Care Hospitals",TRUE,TRUE,3,"Same as the national average","Above the national average",NA,"Above the national average","Same as the national average","Same as the national average","Below the national average","Same as the national average","MARRERO","Point",-90.095886,29.891749,"1101 MEDICAL CENTER BLVD",70072,"LA",NA,NA,NA,NA,NA,NA,NA
"46",119,"WEST JEFFERSON MEDICAL CENTER",190039,"LA","HIP_KNEE",NA,"5 - Results are not available for this reporting period.",1.0101,3.9527,3.9133,NA,"07/01/2014","06/30/2017","1101 MEDICAL CENTER BLVD","MARRERO",70072,"JEFFERSON",5043475511,"Acute Care Hospitals",TRUE,TRUE,3,"Same as the national average","Above the national average",NA,"Above the national average","Same as the national average","Same as the national average","Below the national average","Same as the national average","MARRERO","Point",-90.095886,29.891749,"1101 MEDICAL CENTER BLVD",70072,"LA",NA,NA,NA,NA,NA,NA,NA
"47",120,"WEST JEFFERSON MEDICAL CENTER",190039,"LA","PN",181,NA,0.8755,16.0396,18.3205,21,"07/01/2014","06/30/2017","1101 MEDICAL CENTER BLVD","MARRERO",70072,"JEFFERSON",5043475511,"Acute Care Hospitals",TRUE,TRUE,3,"Same as the national average","Above the national average",NA,"Above the national average","Same as the national average","Same as the national average","Below the national average","Same as the national average","MARRERO","Point",-90.095886,29.891749,"1101 MEDICAL CENTER BLVD",70072,"LA",NA,NA,NA,NA,NA,NA,NA
"48",121,"ANDERSON REGIONAL MEDICAL CTR",250104,"MS","AMI",338,NA,0.9771,13.4289,13.7438,44,"07/01/2014","06/30/2017","2124 14 ST","MERIDIAN",39301,"LAUDERDALE",6015536000,"Acute Care Hospitals",TRUE,TRUE,1,"Below the national average","Below the national average",NA,"Below the national average","Same as the national average","Same as the national average","Same as the national average","Below the national average","MERIDIAN","Point",-88.699858,32.370775,"2124 14 ST",39301,"MS",NA,NA,NA,NA,NA,NA,NA
"49",122,"ANDERSON REGIONAL MEDICAL CTR",250104,"MS","CABG",99,NA,1.1077,12.5669,11.3455,15,"07/01/2014","06/30/2017","2124 14 ST","MERIDIAN",39301,"LAUDERDALE",6015536000,"Acute Care Hospitals",TRUE,TRUE,1,"Below the national average","Below the national average",NA,"Below the national average","Same as the national average","Same as the national average","Same as the national average","Below the national average","MERIDIAN","Point",-88.699858,32.370775,"2124 14 ST",39301,"MS",NA,NA,NA,NA,NA,NA,NA
"50",123,"ANDERSON REGIONAL MEDICAL CTR",250104,"MS","COPD",633,NA,1.0986,19.5882,17.83,131,"07/01/2014","06/30/2017","2124 14 ST","MERIDIAN",39301,"LAUDERDALE",6015536000,"Acute Care Hospitals",TRUE,TRUE,1,"Below the national average","Below the national average",NA,"Below the national average","Same as the national average","Same as the national average","Same as the national average","Below the national average","MERIDIAN","Point",-88.699858,32.370775,"2124 14 ST",39301,"MS",NA,NA,NA,NA,NA,NA,NA
